masked	src
ⲟⲩϣⲡⲏⲣⲉ ⲟⲩ ϣⲡⲏⲣⲉ ⲅⲁⲣ ⲧⲉ ⲧⲉϥⲧⲉⲭⲛⲏ ⲧⲉϥ ⲧⲉⲭⲛⲏ [MASK]	ⲟⲩϣⲡⲏⲣⲉ ⲅⲁⲣ ⲧⲉ ⲧⲉϥⲧⲉⲭⲛⲏ ·
ⲁⲕⲟⲩⲟⲛϩⲕ [MASK] ⲕ ⲟⲩⲟⲛϩ ⲕ [MASK] ⲛⲁ ⲓ ⲉⲃⲟⲗ · ⲛⲧⲉⲣⲓⲟⲩⲱϣ ⲛⲧⲉⲣ ⲓ ⲟⲩⲱϣ ⲉϫⲓⲥϩⲓⲙⲉ ⲉ ϫⲓⲥϩⲓⲙⲉ ϩⲛⲧⲁⲙⲛⲧⲃⲣⲣⲉ ϩⲛ ⲧⲁ ⲙⲛⲧⲃⲣⲣⲉ ·	ⲁⲕⲟⲩⲟⲛϩⲕ ⲛⲁⲓ ⲉⲃⲟⲗ · ⲛⲧⲉⲣⲓⲟⲩⲱϣ ⲉϫⲓⲥϩⲓⲙⲉ ϩⲛⲧⲁⲙⲛⲧⲃⲣⲣⲉ ·
ⲙⲡⲁⲓ ⲙ [MASK] ⲁⲛ [MASK] ⲡϩⲁⲙϣⲉ ⲡ ϩⲁⲙϣⲉ ⲡϣⲏⲣⲉ ⲡ ϣⲏⲣⲉ ⲙⲙⲁⲣⲓⲁ [MASK] ⲙⲁⲣⲓⲁ . ⲁⲩⲱ ⲡⲥⲟⲛ ⲡ ⲥⲟⲛ ⲛⲓⲁⲕⲱⲃⲟⲥ ⲛ ⲓⲁⲕⲱⲃⲟⲥ ⲛⲙⲓⲱⲥⲏ ⲛⲙ ⲓⲱⲥⲏ ⲛⲙⲓⲟⲩⲇⲁ ⲛⲙ ⲓⲟⲩⲇⲁ ⲛⲙⲥⲓⲙⲱⲛ ⲛⲙ ⲥⲓⲙⲱⲛ . [MASK] [MASK] ⲛⲉϥ ⲥⲱⲛⲉ ⲛⲉⲩⲛⲡⲉⲓⲙⲁ ⲛ ⲉ ⲩ ⲛ ⲡⲉⲓ ⲙⲁ ⲁⲛ [MASK] ϩⲁϩⲧⲏ ⲛ ⲁⲩⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉ ⲁ ⲩ ⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉ ϩⲣⲁⲓ ⲛϩⲏⲧϥ ⲛϩⲏⲧ ϥ.	ⲙⲡⲁⲓ ⲁⲛ ⲡⲉ ⲡϩⲁⲙϣⲉ ⲡϣⲏⲣⲉ ⲙⲙⲁⲣⲓⲁ . ⲁⲩⲱ ⲡⲥⲟⲛ ⲛⲓⲁⲕⲱⲃⲟⲥ ⲛⲙⲓⲱⲥⲏ ⲛⲙⲓⲟⲩⲇⲁ ⲛⲙⲥⲓⲙⲱⲛ . ⲁⲩⲱ ⲛⲉϥⲥⲱⲛⲉ ⲛⲉⲩⲛⲡⲉⲓⲙⲁ ⲁⲛ ϩⲁϩⲧⲏⲛ ⲁⲩⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉ ϩⲣⲁⲓ ⲛϩⲏⲧϥ .
ⲡⲗⲏⲛ ⲉⲓⲥⲛϩⲗⲗⲟ ⲉⲓⲥ ⲛ ϩⲗⲗⲟ ⲉⲓ ⲙⲛⲛⲉⲛⲥⲛⲏⲩ [MASK] ⲛⲉⲛ ⲥⲛⲏⲩ ⲁⲩⲉⲓ ⲁ ⲩ ⲉⲓ ϣⲁⲣⲱⲧⲛ [MASK] ⲧⲛ ⲛⲕⲉⲥⲟⲡ ⲛ ⲕⲉ ⲥⲟⲡ ·	ⲡⲗⲏⲛ ⲉⲓⲥⲛϩⲗⲗⲟ ⲉⲓ ⲙⲛⲛⲉⲛⲥⲛⲏⲩ ⲁⲩⲉⲓ ϣⲁⲣⲱⲧⲛ ⲛⲕⲉⲥⲟⲡ ·
ⲛⲧⲟⲕ ⲅⲁⲣ ⲡⲉ ⲡϫⲟⲉⲓⲥ ⲡ ϫⲟⲉⲓⲥ · ⲧⲛⲟⲩⲛⲉ ⲧ ⲛⲟⲩⲛⲉ ⲛⲧⲙⲛⲧⲁⲧⲙⲟⲩ ⲛ [MASK] ⲙⲛⲧⲁⲧⲙⲟⲩ · ⲁⲩⲱ [MASK] ⲧ ⲡⲏⲅⲏ ⲛⲧⲙⲛⲧⲁⲧⲧⲁⲕⲟ ⲛ [MASK] ⲙⲛⲧⲁⲧⲧⲁⲕⲟ · ⲁⲩⲱ ⲡⲧⲁϫⲣⲟ ⲡ ⲧⲁϫⲣⲟ ⲛⲛⲁⲓⲱⲛ ⲛ ⲛ ⲁⲓⲱⲛ ·	ⲛⲧⲟⲕ ⲅⲁⲣ ⲡⲉ ⲡϫⲟⲉⲓⲥ · ⲧⲛⲟⲩⲛⲉ ⲛⲧⲙⲛⲧⲁⲧⲙⲟⲩ · ⲁⲩⲱ ⲧⲡⲏⲅⲏ ⲛⲧⲙⲛⲧⲁⲧⲧⲁⲕⲟ · ⲁⲩⲱ ⲡⲧⲁϫⲣⲟ ⲛⲛⲁⲓⲱⲛ ·
ⲛⲧϩⲉ ⲛ ⲧ [MASK] ⲅⲁⲣ ⲉⲧⲕⲟ ⲉⲧ ⲕ ⲟ ⲛⲁⲧⲛⲟⲩⲧⲉ ⲛ ⲁⲧⲛⲟⲩⲧⲉ.	ⲛⲧϩⲉ ⲅⲁⲣ ⲉⲧⲕⲟ ⲛⲁⲧⲛⲟⲩⲧⲉ .
ⲧⲁⲩⲟⲩⲟϥ ⲧⲁⲩⲟⲩⲟ ϥ [MASK] ⲉⲣⲟ ⲟⲩ · ⲁⲩⲱ ⲛⲧⲱⲧⲛ ⲧⲏⲣⲧⲛ ⲧⲏⲣ ⲧⲛ ·	ⲧⲁⲩⲟⲩⲟϥ ⲉⲣⲟⲟⲩ · ⲁⲩⲱ ⲛⲧⲱⲧⲛ ⲧⲏⲣⲧⲛ ·
ϫⲉⲁⲩⲙⲟⲣϥ [MASK] ⲁ [MASK] ⲙⲟⲣ ϥ ⲛϩⲁϩ ⲛ [MASK] ⲛⲥⲟⲡ ⲛ ⲥⲟⲡ ⲛϩⲉⲛⲡⲁⲓⲇⲉⲥ ⲛ ϩⲉⲛ ⲡⲁⲓⲇⲉⲥ ⲛⲙϩⲉⲛϩⲁⲗⲩⲥⲓⲥ ⲛⲙ ϩⲉⲛ ϩⲁⲗⲩⲥⲓⲥ ⲁⲩⲱ ϣⲁϥⲥⲗⲡⲛϩⲁⲗⲩⲥⲓⲥ ϣⲁ ϥ ⲥⲗⲡ ⲛ ϩⲁⲗⲩⲥⲓⲥ ⲛϥⲟⲩⲉϭⲡⲙⲡⲁⲓⲇⲉⲥ ⲛ ϥ ⲟⲩⲉϭⲡ ⲙ ⲡⲁⲓⲇⲉⲥ ⲉⲙⲡⲉϣⲗⲁⲁⲩ [MASK] ⲙⲡⲉ ϣ ⲗⲁⲁⲩ ϭⲙϭⲟⲙ ⲉⲣⲟϥ ⲉⲣⲟ ϥ	ϫⲉⲁⲩⲙⲟⲣϥ ⲛϩⲁϩ ⲛⲥⲟⲡ ⲛϩⲉⲛⲡⲁⲓⲇⲉⲥ ⲛⲙϩⲉⲛϩⲁⲗⲩⲥⲓⲥ ⲁⲩⲱ ϣⲁϥⲥⲗⲡⲛϩⲁⲗⲩⲥⲓⲥ ⲛϥⲟⲩⲉϭⲡⲙⲡⲁⲓⲇⲉⲥ ⲉⲙⲡⲉϣⲗⲁⲁⲩ ϭⲙϭⲟⲙ ⲉⲣⲟϥ
[MASK] ⲁ [MASK] ϭⲱϣⲧ ⲇⲉ [MASK] ⲁ ⲓ ⲛⲁⲩ ⲉⲩⲣⲱⲙⲉ ⲉ ⲩ ⲣⲱⲙⲉ ⲉϥϩⲁⲉⲟⲟⲩ ⲉ ϥ ϩⲁ ⲉⲟⲟⲩ ⲉⲙⲁⲧⲉ ⲁϥⲁϩⲉⲣⲁⲧϥ ⲁ ϥ ⲁϩⲉ ⲣⲁⲧ ϥ ϩⲁϩⲧⲏⲓ ϩⲁϩⲧⲏ ⲓ	ⲁⲓϭⲱϣⲧ ⲇⲉ ⲁⲓⲛⲁⲩ ⲉⲩⲣⲱⲙⲉ ⲉϥϩⲁⲉⲟⲟⲩ ⲉⲙⲁⲧⲉ ⲁϥⲁϩⲉⲣⲁⲧϥ ϩⲁϩⲧⲏⲓ
ⲁⲩⲱ [MASK] ⲛ ⲧⲉⲧⲛ ϩⲱ ⲁⲛ ⲉ ⲛⲁⲓ ·	ⲁⲩⲱ ⲛⲧⲉⲧⲛ ϩⲱ ⲁⲛ ⲉ ⲛⲁⲓ ·
ⲡⲉⲛⲧⲁϥⲕⲁⲛⲁⲙⲉⲉⲩⲉ ⲡ ⲉⲛⲧ ⲁ ϥ ⲕⲁ [MASK] ⲙⲉⲉⲩⲉ ⲉⲩϣⲟⲟⲡ ⲉ ⲩ ϣⲟⲟⲡ ⲉϩⲟⲩⲛ [MASK] ⲉⲣⲟ ϥ ⲛⲁⲧⲧⲱⲗⲙ ⲛ ⲁⲧⲧⲱⲗⲙ ·	ⲡⲉⲛⲧⲁϥⲕⲁⲛⲁⲙⲉⲉⲩⲉ ⲉⲩϣⲟⲟⲡ ⲉϩⲟⲩⲛ ⲉⲣⲟϥ ⲛⲁⲧⲧⲱⲗⲙ ·
ⲁⲩⲱ ⲛⲉⲓⲧⲁⲩⲟ ⲛⲉ ⲓ ⲧⲁⲩⲟ ⲡⲉ ⲛⲛⲁⲁⲡⲟⲥⲧⲏⲑⲟⲥ ⲛ ⲛⲁ ⲁⲡⲟⲥⲧⲏⲑⲟⲥ [MASK]	ⲁⲩⲱ ⲛⲉⲓⲧⲁⲩⲟ ⲡⲉ ⲛⲛⲁⲁⲡⲟⲥⲧⲏⲑⲟⲥ ·
ϫⲉⲛⲛⲉⲗⲁⲁⲩ ϫⲉ ⲛⲛⲉ ⲗⲁⲁⲩ ⲛⲥⲁⲣⲝ ⲛ ⲥⲁⲣⲝ ϣⲟⲩϣⲟⲩ [MASK] ⲙⲙⲟ [MASK] ⲙⲡⲉⲙⲧⲟ ⲙ ⲡⲉ ⲙⲧⲟ ⲉⲃⲟⲗ ⲙⲡⲛⲟⲩⲧⲉ ⲙ ⲡ ⲛⲟⲩⲧⲉ.	ϫⲉⲛⲛⲉⲗⲁⲁⲩ ⲛⲥⲁⲣⲝ ϣⲟⲩϣⲟⲩ ⲙⲙⲟϥ ⲙⲡⲉⲙⲧⲟ ⲉⲃⲟⲗ ⲙⲡⲛⲟⲩⲧⲉ .
ⲛⲉⲛⲧⲁⲩⲟⲩⲱⲙ ⲛ ⲉⲛⲧ ⲁ ⲩ ⲟⲩⲱⲙ ⲇⲉ ⲛⲉⲩⲛⲁⲣⲁⲩϭⲓⲥⲧⲃⲁ ⲛⲉ ⲩⲛ ⲁⲣⲁ ⲩ ϭⲓⲥ ⲧⲃⲁ [MASK] ⲛ [MASK].	ⲛⲉⲛⲧⲁⲩⲟⲩⲱⲙ ⲇⲉ ⲛⲉⲩⲛⲁⲣⲁⲩϭⲓⲥⲧⲃⲁ ⲛⲣⲱⲙⲉ .
ⲁϥϩⲱⲛ [MASK] ϥ ϩⲱⲛ ⲉⲧⲟⲟⲧⲟⲩ ⲉⲧⲟⲟⲧ ⲟⲩ ⲉϥϫⲱ ⲉ [MASK] ϫⲱ ⲙⲙⲟⲥ ⲙⲙⲟ ⲥ ϫⲉϭⲱϣⲧ ϫⲉ ϭⲱϣⲧ [MASK] ⲛ ⲧⲉⲧⲛ ϯ ϩⲧⲏ ⲧⲛ ⲉⲣⲱⲧⲛ ⲉⲣⲱ ⲧⲛ [MASK] ⲉ ⲡⲉ ⲑⲁⲃ ⲛⲛⲉⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ ⲛ ⲛⲉ ⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ ⲙⲛⲡⲉⲑⲁⲃ ⲙⲛ ⲡⲉ ⲑⲁⲃ ⲛϩⲏⲣⲱⲇⲏⲥ ⲛ ϩⲏⲣⲱⲇⲏⲥ	ⲁϥϩⲱⲛ ⲉⲧⲟⲟⲧⲟⲩ ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉϭⲱϣⲧ ⲛⲧⲉⲧⲛϯϩⲧⲏⲧⲛ ⲉⲣⲱⲧⲛ ⲉⲡⲉⲑⲁⲃ ⲛⲛⲉⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ ⲙⲛⲡⲉⲑⲁⲃ ⲛϩⲏⲣⲱⲇⲏⲥ
ϫⲉⲛⲁⲓ ϫⲉ ⲛⲁⲓ ⲧⲏⲣⲟⲩ [MASK] ⲟⲩ ⲥⲉⲛⲁⲧⲁⲕⲟ ⲥⲉ ⲛⲁ ⲧⲁⲕⲟ: —	ϫⲉⲛⲁⲓ ⲧⲏⲣⲟⲩ ⲥⲉⲛⲁⲧⲁⲕⲟ : —
ⲕⲁⲓ ⲅⲁⲣ ⲁϥⲣϩⲉⲛⲛⲟϭ ⲁ [MASK] ⲣ ϩⲉⲛ [MASK] ⲙⲡⲟⲗⲓⲧⲉⲓⲁ ⲙ ⲡⲟⲗⲓⲧⲉⲓⲁ ⲙⲛϩⲉⲛⲁⲥⲕⲏⲥⲓⲥ ⲙⲛ ϩⲉⲛ ⲁⲥⲕⲏⲥⲓⲥ ⲉⲛⲁϣⲱⲟⲩ ⲉ ⲛⲁϣⲱ ⲟⲩ ·	ⲕⲁⲓ ⲅⲁⲣ ⲁϥⲣϩⲉⲛⲛⲟϭ ⲙⲡⲟⲗⲓⲧⲉⲓⲁ ⲙⲛϩⲉⲛⲁⲥⲕⲏⲥⲓⲥ ⲉⲛⲁϣⲱⲟⲩ ·
ⲛⲉϥⲧⲥⲁⲃⲟ ⲛⲉ ϥ ⲧⲥⲁⲃⲟ ⲅⲁⲣ ⲛⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ ⲛ ⲛⲉϥ ⲙⲁⲑⲏⲧⲏⲥ ⲉϥϫⲱ ⲉ ϥ ϫⲱ [MASK] ⲙⲙⲟ ⲥ ϫⲉⲡϣⲏⲣⲉ ϫⲉ ⲡ ϣⲏⲣⲉ ⲙⲡⲣⲱⲙⲉ ⲙ ⲡ ⲣⲱⲙⲉ ⲥⲉⲛⲁⲧⲁⲁϥ [MASK] ⲛⲁ ⲧⲁⲁ ϥ ⲉϩⲣⲁⲓ ⲉⲧⲟⲟⲧⲟⲩ [MASK] ⲟⲩ ⲛⲛⲣⲱⲙⲉ ⲛ ⲛ [MASK] ⲛⲥⲉⲙⲟⲩⲟⲩⲧϥ ⲛ ⲥⲉ ⲙⲟⲩⲟⲩⲧ ϥ ⲁⲩⲱ ⲉϥϣⲁⲛⲙⲟⲩ ⲉϥϣⲁⲛ ⲙⲟⲩ ⲙⲛⲛⲥⲁϣⲟⲙⲛⲧ [MASK] [MASK] ⲛϩⲟⲟⲩ ⲛ ϩⲟⲟⲩ ϥⲛⲁⲧⲱⲟⲩⲛ ϥ ⲛⲁ ⲧⲱⲟⲩⲛ.	ⲛⲉϥⲧⲥⲁⲃⲟ ⲅⲁⲣ ⲛⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲡϣⲏⲣⲉ ⲙⲡⲣⲱⲙⲉ ⲥⲉⲛⲁⲧⲁⲁϥ ⲉϩⲣⲁⲓ ⲉⲧⲟⲟⲧⲟⲩ ⲛⲛⲣⲱⲙⲉ ⲛⲥⲉⲙⲟⲩⲟⲩⲧϥ ⲁⲩⲱ ⲉϥϣⲁⲛⲙⲟⲩ ⲙⲛⲛⲥⲁϣⲟⲙⲛⲧ ⲛϩⲟⲟⲩ ϥⲛⲁⲧⲱⲟⲩⲛ .
ⲡⲉϫⲁϥ ⲡⲉϫⲁ ϥ ⲛⲁϥ ⲛⲁ ϥ ϫⲉⲡⲁⲉⲓⲱⲧ ϫⲉ ⲡⲁ ⲉⲓⲱⲧ ⲧϩⲏⲙⲉ [MASK] ϩⲏⲙⲉ ⲙⲡϫⲟⲉⲓ ⲙ ⲡ ϫⲟⲉⲓ ⲟⲩⲛⲟϭ ⲟⲩ ⲛⲟϭ ⲧⲉ ⲁⲩⲱ ⲡⲉⲧϣϣⲉ ⲡ ⲉⲧ ϣϣⲉ ⲉⲣⲟⲕ ⲉⲣⲟ ⲕ ⲡⲉ ⲉⲧⲣⲉⲛⲃⲱⲕ ⲉ ⲧⲣⲉ ⲛ ⲃⲱⲕ [MASK] ⲛⲁ ⲛ ⲧⲁⲭⲏ · ⲙⲏⲡⲟⲧⲉ ⲛⲥⲉⲉⲓ ⲛ ⲥⲉ ⲉⲓ ⲉϫⲱⲛ ⲉϫⲱ ⲛ ⲥⲉⲥⲟⲩⲛⲉⲛ ⲥⲉ [MASK] ⲛ ⲛⲥⲉϭⲟⲡⲛ ⲛ ⲥⲉ ϭⲟⲡ ⲛ ⲛⲧⲉⲟⲩϣⲓⲡⲉ [MASK] [MASK] ϣⲓⲡⲉ [MASK] ⲛⲁⲛ ⲛⲁ ⲛ · ϫⲉⲁⲛⲡⲱⲧ ϫⲉ ⲁ [MASK] ⲡⲱⲧ [MASK] ⲛ ϫⲓⲟⲩⲉ ·	ⲡⲉϫⲁϥ ⲛⲁϥ ϫⲉⲡⲁⲉⲓⲱⲧ ⲧϩⲏⲙⲉ ⲙⲡϫⲟⲉⲓ ⲟⲩⲛⲟϭ ⲧⲉ ⲁⲩⲱ ⲡⲉⲧϣϣⲉ ⲉⲣⲟⲕ ⲡⲉ ⲉⲧⲣⲉⲛⲃⲱⲕ ⲛⲁⲛ ⲧⲁⲭⲏ · ⲙⲏⲡⲟⲧⲉ ⲛⲥⲉⲉⲓ ⲉϫⲱⲛ ⲥⲉⲥⲟⲩⲛⲉⲛ ⲛⲥⲉϭⲟⲡⲛ ⲛⲧⲉⲟⲩϣⲓⲡⲉ ϣⲱⲡⲉ ⲛⲁⲛ · ϫⲉⲁⲛⲡⲱⲧ ⲛϫⲓⲟⲩⲉ ·
ⲁⲩⲱ [MASK] ⲡⲉϫⲁϥ ⲡⲉϫⲁ [MASK] ⲛⲁⲥ ⲛⲁ ⲥ ϫⲉⲧⲉⲥⲙⲁⲙⲁⲁⲧ ϫⲉ ⲧⲉ ⲥⲙⲁⲙⲁⲁⲧ ⲛⲧⲟ ⲛⲧⲟⲟⲧϥ ⲛⲧⲟⲟⲧ ϥ ⲙⲡϫⲟⲉⲓⲥ ⲙ ⲡ ϫⲟⲉⲓⲥ ⲧⲁϣⲉⲉⲣⲉ ⲧⲁ ϣⲉⲉⲣⲉ ϫⲉⲁⲧⲁϣⲉⲡⲟⲩⲛⲁ ϫⲉ ⲁ [MASK] ⲡⲟⲩ ⲛⲁ ⲛϩⲁⲉ ⲛ ϩⲁⲉ ⲉϩⲟⲩⲉ ⲡϣⲟⲣⲡ ⲡ ϣⲟⲣⲡ ⲉⲧⲙⲧⲣⲉⲟⲩⲁϩⲉ ⲉ [MASK] ⲧⲣⲉ ⲟⲩ ⲁϩⲉ ⲛⲥⲁϩⲉⲛϣⲏⲣⲉ ⲛⲥⲁ ϩⲉⲛ [MASK] ϣⲏⲙ ⲡⲉⲧⲉⲛⲧⲟϥ ⲡ ⲉⲧⲉ ⲛⲧⲟϥ [MASK] ⲛϩⲏⲧⲟⲩ ⲛϩⲏⲧ ⲟⲩ ⲉϣⲱⲡⲉ ⲟⲩϩⲏⲕⲉ ⲟⲩ ϩⲏⲕⲉ ⲡⲉ ⲏ ⲟⲩⲣⲙⲙⲁⲟ ⲟⲩ ⲣⲙⲙⲁⲟ	ⲁⲩⲱ ⲃⲟⲉⲥ ⲡⲉϫⲁϥ ⲛⲁⲥ ϫⲉⲧⲉⲥⲙⲁⲙⲁⲁⲧ ⲛⲧⲟ ⲛⲧⲟⲟⲧϥ ⲙⲡϫⲟⲉⲓⲥ ⲧⲁϣⲉⲉⲣⲉ ϫⲉⲁⲧⲁϣⲉⲡⲟⲩⲛⲁ ⲛϩⲁⲉ ⲉϩⲟⲩⲉ ⲡϣⲟⲣⲡ ⲉⲧⲙⲧⲣⲉⲟⲩⲁϩⲉ ⲛⲥⲁϩⲉⲛϣⲏⲣⲉ ϣⲏⲙ ⲡⲉⲧⲉⲛⲧⲟϥ ⲡⲉ ⲛϩⲏⲧⲟⲩ ⲉϣⲱⲡⲉ ⲟⲩϩⲏⲕⲉ ⲡⲉ ⲏ ⲟⲩⲣⲙⲙⲁⲟ
ⲁⲓϫⲛⲟⲩϥ ⲁ ⲓ ϫⲛⲟⲩ ϥ [MASK] ϫⲉ ⲛⲧ ⲁ ⲕ ⲉⲓ ⲉⲡⲉⲓⲙⲁ ⲉ ⲡⲉⲓ [MASK] ⲛⲁϣ [MASK] ⲁϣ ⲛϩⲉ ⲛ ϩⲉ · ⲁⲩⲱ ⲉⲓⲥⲟⲩⲏⲣ ⲉⲓⲥ ⲟⲩⲏⲣ · ⲛⲟⲩⲟⲉⲓϣ [MASK] ⲟⲩⲟⲉⲓϣ ϫⲓⲛⲧⲁⲕⲉⲓ ϫⲓ ⲛⲧ ⲁ [MASK] ⲉⲓ ⲉⲡⲉⲓⲙⲁ ⲉ [MASK] ⲙⲁ [MASK] ⲁⲩⲱ ⲛⲉϣⲁⲕⲟⲩⲉⲙⲟⲩ ⲛⲉ ϣⲁ ⲕ ⲟⲩⲉⲙ ⲟⲩ · ⲁⲩⲱ ⲉⲧⲃⲉⲟⲩ ⲉⲧⲃⲉ ⲟⲩ ⲉⲕⲕⲏⲕⲁϩⲏⲩ ⲉ ⲕ ⲕⲏⲕⲁϩⲏⲩ ⲉⲙⲛϩⲃⲥⲱ ⲉ ⲙⲛ ϩⲃⲥⲱ ⲧⲱ ϩⲓⲱⲱⲕ ϩⲓⲱⲱ ⲕ ·	ⲁⲓϫⲛⲟⲩϥ ϫⲉⲛⲧⲁⲕⲉⲓ ⲉⲡⲉⲓⲙⲁ ⲛⲁϣ ⲛϩⲉ · ⲁⲩⲱ ⲉⲓⲥⲟⲩⲏⲣ · ⲛⲟⲩⲟⲉⲓϣ ϫⲓⲛⲧⲁⲕⲉⲓ ⲉⲡⲉⲓⲙⲁ · ⲁⲩⲱ ⲛⲉϣⲁⲕⲟⲩⲉⲙⲟⲩ · ⲁⲩⲱ ⲉⲧⲃⲉⲟⲩ ⲉⲕⲕⲏⲕⲁϩⲏⲩ ⲉⲙⲛϩⲃⲥⲱ ⲧⲱ ϩⲓⲱⲱⲕ ·
ⲛⲧⲉⲣⲉϥⲡⲱϩ ⲛⲧⲉⲣⲉ ϥ [MASK] ⲉⲣⲟⲓ ⲉⲣⲟ ⲓ · ⲁϥⲣϩⲟⲧⲉ ⲁ ϥ ⲣϩⲟⲧⲉ ⲉⲙⲁⲧⲉ · ⲉϥⲙⲉⲉⲩⲉ ⲉ ϥ ⲙⲉⲉⲩⲉ [MASK] [MASK] ⲁⲛⲅ ⲟⲩ ⲡⲛⲉⲩⲙⲁ · ⲁϥⲁϩⲉⲣⲁⲧϥ ⲁ [MASK] ⲁϩⲉ ⲣⲁⲧ ϥ ⲁϥϣⲗⲏⲗ ⲁ ϥ ϣⲗⲏⲗ ·	ⲛⲧⲉⲣⲉϥⲡⲱϩ ⲉⲣⲟⲓ · ⲁϥⲣϩⲟⲧⲉ ⲉⲙⲁⲧⲉ · ⲉϥⲙⲉⲉⲩⲉ ϫⲉⲁⲛⲅⲟⲩⲡⲛⲉⲩⲙⲁ · ⲁϥⲁϩⲉⲣⲁⲧϥ ⲁϥϣⲗⲏⲗ ·
ⲉⲧⲃⲉⲟⲩ ⲉⲧⲃⲉ ⲟⲩ [MASK] [MASK] ⲙⲡⲉⲣⲉⲉⲓⲙⲉ ⲙⲡⲉ ⲣⲉ ⲉⲓⲙⲉ ⲉⲩϩⲓⲱⲛⲉ ⲉ ⲩ ϩⲓⲱⲛⲉ ⲉⲛⲁⲃⲟⲩⲑⲁⲓ ⲉ ⲛⲁⲃⲟⲩⲑⲁⲓ ⲡⲓⲥⲣⲁⲏⲗⲓⲧⲏⲥ ⲡ ⲓⲥⲣⲁⲏⲗⲓⲧⲏⲥ ·	ⲉⲧⲃⲉⲟⲩ ϭⲉ ⲟⲩⲛ ⲙⲡⲉⲣⲉⲉⲓⲙⲉ ⲉⲩϩⲓⲱⲛⲉ ⲉⲛⲁⲃⲟⲩⲑⲁⲓ ⲡⲓⲥⲣⲁⲏⲗⲓⲧⲏⲥ ·
ⲛⲉⲣⲉⲡⲙⲁⲕⲁⲣⲓⲟⲥ [MASK] ⲡ ⲙⲁⲕⲁⲣⲓⲟⲥ ⲓⲱϩⲁⲛⲛⲏⲥ ϩⲛⲉⲫⲉⲥⲟⲥ ϩⲛ ⲉⲫⲉⲥⲟⲥ ⲙⲛⲛⲉⲥⲛⲏⲩ ⲙⲛ ⲛⲉ ⲥⲛⲏⲩ · ⲉϥⲧⲉⲗⲏⲗ ⲉ ϥ [MASK] ϩⲙⲡϫⲟⲉⲓⲥ ϩⲙ ⲡ ϫⲟⲉⲓⲥ ·	ⲛⲉⲣⲉⲡⲙⲁⲕⲁⲣⲓⲟⲥ ⲓⲱϩⲁⲛⲛⲏⲥ ϩⲛⲉⲫⲉⲥⲟⲥ ⲙⲛⲛⲉⲥⲛⲏⲩ · ⲉϥⲧⲉⲗⲏⲗ ϩⲙⲡϫⲟⲉⲓⲥ ·
