masked	src
arejetām [MASK] bhiyāne kanikradataḥ vṛṣṇaḥ asya vajrāt	arejetām rodasī bhiyāne kanikradataḥ vṛṣṇaḥ asya vajrāt
kṛṣṇaḥ bhavati	kṛṣṇaḥ bhavati
te abruvan deva paśum imam kāmāya ālabhāmahai [MASK]	te abruvan deva paśum imam kāmāya ālabhāmahai iti
te devāḥ prajāpatim eva upādhāvan	te devāḥ prajāpatim eva upādhāvan
anāptāḥ ye vaḥ prathamā yāni karmāṇi cakrire [MASK] naḥ atra mā dabhan	anāptāḥ ye vaḥ prathamā yāni karmāṇi cakrire vīrān naḥ atra mā dabhan
bṛhatyau śrī kāmaḥ yaśaskāmaḥ kurvīta	bṛhatyau śrī kāmaḥ yaśaskāmaḥ kurvīta
tiṣṭha pare	tiṣṭha pare
ārāt visṛṣṭāḥ iṣavaḥ patantu rakṣasām	ārāt visṛṣṭāḥ iṣavaḥ patantu rakṣasām
daśa hastyāḥ aṅgulayaḥ daśa pādyāḥ	daśa hastyāḥ aṅgulayaḥ daśa pādyāḥ
indraḥ vaḥ adya parāśarīt	indraḥ vaḥ adya parāśarīt
bṛhat asya pṛṣṭham	bṛhat asya pṛṣṭham
aindraḥ vai vajraḥ	aindraḥ vai vajraḥ
atha itithīm samām tadā oghaḥ āgantā tat mā [MASK] upakalpya upāsāsai sa aughe utthite nāvam āpadyāsai tatas tvā [MASK] iti	atha itithīm samām tadā oghaḥ āgantā tat mā nāvam upakalpya upāsāsai sa aughe utthite nāvam āpadyāsai tatas tvā pārayitāsmi iti
yadi [MASK] patitvā saṃśaśre yadi vā aśmā prahṛtaḥ jaghāna ṛbhuḥ [MASK] iva aṅgāni sam dadhat paruṣā paruḥ	yadi kartam patitvā saṃśaśre yadi vā aśmā prahṛtaḥ jaghāna ṛbhuḥ rathasya iva aṅgāni sam dadhat paruṣā paruḥ
tāsām tris prathamām anvāha [MASK] uttamām	tāsām tris prathamām anvāha tris uttamām
jayantī pratyātiṣṭhantī [MASK] nāma vai asi	jayantī pratyātiṣṭhantī sparaṇī nāma vai asi
sapta uṣasyāni chandāṃsi anvāha	sapta uṣasyāni chandāṃsi anvāha
tān anuvyājahāra antān vaḥ [MASK] bhakṣīṣṭa iti	tān anuvyājahāra antān vaḥ prajā bhakṣīṣṭa iti
tasmāt vārtraghnau eva kartavyau	tasmāt vārtraghnau eva kartavyau
āvat tam indraḥ śacyā dhamantam	āvat tam indraḥ śacyā dhamantam
sa yat [MASK] anvāha śāntyā eva enam tat śamayati	sa yat etām anvāha śāntyā eva enam tat śamayati
āgneyam ajam ālabheta vāruṇam petvam	āgneyam ajam ālabheta vāruṇam petvam
tat asmai etad jīvātum eva [MASK] āśāste	tat asmai etad jīvātum eva parokṣam āśāste
kaśyapasya cakṣuḥ asi śunyāḥ ca [MASK] akṣyāḥ	kaśyapasya cakṣuḥ asi śunyāḥ ca catur akṣyāḥ
trayastriṃśat vai devāḥ [MASK] trayastriṃśat asomapāḥ	trayastriṃśat vai devāḥ somapāḥ trayastriṃśat asomapāḥ
na vai brahmaṇvat riṣyati	na vai brahmaṇvat riṣyati
saḥ agneḥ deva yonyāḥ āhutibhyaḥ sambhūya hiraṇya śarīraḥ ūrdhvaḥ svargam lokam eṣyati [MASK]	saḥ agneḥ deva yonyāḥ āhutibhyaḥ sambhūya hiraṇya śarīraḥ ūrdhvaḥ svargam lokam eṣyati iti
dyauḥ eva indraḥ	dyauḥ eva indraḥ
divi jātaḥ samudra jaḥ sindhutaḥ pari ābhṛtaḥ sa naḥ hiraṇya [MASK] śaṅkhaḥ āyuṣprataraṇaḥ maṇiḥ	divi jātaḥ samudra jaḥ sindhutaḥ pari ābhṛtaḥ sa naḥ hiraṇya jāḥ śaṅkhaḥ āyuṣprataraṇaḥ maṇiḥ
udvatsu [MASK] akṛṇotana tṛṇam nivatsu apaḥ svapasyayā naraḥ agohyasya yat asastana gṛhe	udvatsu asmai akṛṇotana tṛṇam nivatsu apaḥ svapasyayā naraḥ agohyasya yat asastana gṛhe
paśūn eva tat upahvayate	paśūn eva tat upahvayate
takman bhrātrā balāsena svasrā kāsikayā saha pāpmā [MASK] saha gaccha amum araṇam janam	takman bhrātrā balāsena svasrā kāsikayā saha pāpmā bhrātṛvyeṇa saha gaccha amum araṇam janam
pañca devatāḥ yajati	pañca devatāḥ yajati
prāṇa udānau pavitre	prāṇa udānau pavitre
yat asau amutas devāḥ adevaḥ saṃścikīrṣati mā tasya agniḥ havyam [MASK]	yat asau amutas devāḥ adevaḥ saṃścikīrṣati mā tasya agniḥ havyam vākṣīt
[MASK] jajñe yajñaḥ stanebhyaḥ raśmayaḥ tava	pājasyāt jajñe yajñaḥ stanebhyaḥ raśmayaḥ tava
atra hi te saṃpariśrite bhavataḥ	atra hi te saṃpariśrite bhavataḥ
[MASK] napāt asuryasya mahnā viśvāni aryaḥ bhuvanā jajāna	apām napāt asuryasya mahnā viśvāni aryaḥ bhuvanā jajāna
tat yasya evam vidvān vrātyaḥ ekām rātrim atithiḥ gṛhe [MASK] ye pṛthivyām puṇyāḥ lokāḥ tān [MASK] tena avarunddhe	tat yasya evam vidvān vrātyaḥ ekām rātrim atithiḥ gṛhe vasati ye pṛthivyām puṇyāḥ lokāḥ tān eva tena avarunddhe
[MASK] asya pañcamaḥ prāṇaḥ yoniḥ nāma tāḥ imāḥ āpaḥ	yaḥ asya pañcamaḥ prāṇaḥ yoniḥ nāma tāḥ imāḥ āpaḥ
dhenuḥ vai eṣā [MASK] na duhe	dhenuḥ vai eṣā satī na duhe
anena [MASK] sasahe yā jātāni piśācyāḥ	anena viśvā sasahe yā jātāni piśācyāḥ
tat vālakhilyābhiḥ vyakarot	tat vālakhilyābhiḥ vyakarot
[MASK] ha uvāca viśvāmitraḥ bhīmaḥ eva sauyavasiḥ śāsena viśiśāsiṣuḥ asthāt mā etasya putraḥ bhūḥ mama eva [MASK] putra tām iti	sa ha uvāca viśvāmitraḥ bhīmaḥ eva sauyavasiḥ śāsena viśiśāsiṣuḥ asthāt mā etasya putraḥ bhūḥ mama eva upehi putra tām iti
eṣaḥ u eva kilbiṣa spṛt	eṣaḥ u eva kilbiṣa spṛt
uttamasyām [MASK] ṛci uktāyām vi pāśaḥ mumuce	uttamasyām eva ṛci uktāyām vi pāśaḥ mumuce
brahma jajñānam prathamam [MASK] iti pratipadyate	brahma jajñānam prathamam purastāt iti pratipadyate
tat yat paśau puroﾱāśam anunirvapanti	tat yat paśau puroﾱāśam anunirvapanti
tasmāt iḍā antam eva kartavyam	tasmāt iḍā antam eva kartavyam
medasaḥ [MASK] hi eva hi ghṛtasya ca bhavanti	medasaḥ ca hi eva hi ghṛtasya ca bhavanti
paśum badhnāmi [MASK] rājñe indrāya bhāgam ṛṣabham kevalaḥ [MASK] gātrāṇi devāḥ abhisaṃviśantu yamaḥ gṛhṇātu nirṛtiḥ sapatnān iti	paśum badhnāmi varuṇāya rājñe indrāya bhāgam ṛṣabham kevalaḥ hi gātrāṇi devāḥ abhisaṃviśantu yamaḥ gṛhṇātu nirṛtiḥ sapatnān iti
ṛcām ca vai [MASK] sāmnām ca yajuṣām ca brahmaṇaḥ ca priyam [MASK] bhavati yaḥ evam veda	ṛcām ca vai sa sāmnām ca yajuṣām ca brahmaṇaḥ ca priyam dhāma bhavati yaḥ evam veda
stṛṇīta barhiḥ iti	stṛṇīta barhiḥ iti
tat yasya evam vidvān vrātyaḥ tṛtīyām rātrim atithiḥ gṛhe vasati ye [MASK] [MASK] lokāḥ tān eva tena avarunddhe	tat yasya evam vidvān vrātyaḥ tṛtīyām rātrim atithiḥ gṛhe vasati ye divi puṇyāḥ lokāḥ tān eva tena avarunddhe
varṣma kṣatrāṇām ayam astu rājā	varṣma kṣatrāṇām ayam astu rājā
[MASK] iti hotṛ camase samavanīyamānāsu anvāha vasatīvarīṣu ekadhanāsu ca	yanti iti hotṛ camase samavanīyamānāsu anvāha vasatīvarīṣu ekadhanāsu ca
etat vai yajñasya samṛddham yat rūpa samṛddham yat [MASK] kriyamāṇam ṛc abhivadati	etat vai yajñasya samṛddham yat rūpa samṛddham yat karma kriyamāṇam ṛc abhivadati
somena somapān prīṇāti paśunā asomapān	somena somapān prīṇāti paśunā asomapān
ayā viṣṭhā janayan karvarāṇi [MASK] hi ghṛṇiḥ uruḥ varāya gātuḥ	ayā viṣṭhā janayan karvarāṇi sa hi ghṛṇiḥ uruḥ varāya gātuḥ
āpaḥ turīyam	āpaḥ turīyam
saḥ asmāt tamaḥ adhyapahanti	saḥ asmāt tamaḥ adhyapahanti
maitrāvaruṇīm dvi rūpām [MASK] paśu kāmaḥ	maitrāvaruṇīm dvi rūpām ālabheta paśu kāmaḥ
dive ca viśva vedase pṛthivyai ca akaram [MASK]	dive ca viśva vedase pṛthivyai ca akaram namaḥ
tasyai namaḥ yatamasyām diśi itas	tasyai namaḥ yatamasyām diśi itas
na ca atisṛjet na juhuyāt	na ca atisṛjet na juhuyāt
varuṇa gṛhītaḥ vai eṣa yaḥ alam bhūtyai [MASK] na bhavati	varuṇa gṛhītaḥ vai eṣa yaḥ alam bhūtyai san na bhavati
abhiśasyamānam yājayet	abhiśasyamānam yājayet
lalāmaḥ bhavati	lalāmaḥ bhavati
yat lalāmāḥ ālabhyante mukhataḥ asmin taiḥ [MASK] dadhāti yat śiti kakudaḥ upariṣṭāt taiḥ yat [MASK] anūkāśāḥ paścāt taiḥ	yat lalāmāḥ ālabhyante mukhataḥ asmin taiḥ tejaḥ dadhāti yat śiti kakudaḥ upariṣṭāt taiḥ yat śveta anūkāśāḥ paścāt taiḥ
tam ebhyaḥ udaśrayan	tam ebhyaḥ udaśrayan
su mitī mīyamānaḥ varcaḥ dhāḥ yajña vāhase iti [MASK] āśāste	su mitī mīyamānaḥ varcaḥ dhāḥ yajña vāhase iti āśiṣam āśāste
yaḥ asya saptamaḥ vyānaḥ [MASK] saṃvatsaraḥ	yaḥ asya saptamaḥ vyānaḥ sa saṃvatsaraḥ
pari asya asmin loke āyatanam śiṣyate yaḥ [MASK] viduṣā vrātyena atisṛṣṭaḥ juhoti	pari asya asmin loke āyatanam śiṣyate yaḥ evam viduṣā vrātyena atisṛṣṭaḥ juhoti
vācaspatinā te hutasya aśnāmi ūrje udānāya [MASK]	vācaspatinā te hutasya aśnāmi ūrje udānāya iti
ahutam asya bhavati	ahutam asya bhavati
tat ye jyāyāṃsaḥ [MASK] te kuśalam menire	tat ye jyāyāṃsaḥ na te kuśalam menire
yat asyāḥ ekādaśa akṣarāṇi [MASK] tena triṣṭubh	yat asyāḥ ekādaśa akṣarāṇi padāni tena triṣṭubh
śāṇḍaḥ dāt hiraṇinaḥ smaddiṣṭīn	śāṇḍaḥ dāt hiraṇinaḥ smaddiṣṭīn
eṣā vai [MASK] jīveyam prajā me syāt śriyam gaccheyam iti	eṣā vai āśīḥ jīveyam prajā me syāt śriyam gaccheyam iti
pāpaḥ hi soma vikrayī	pāpaḥ hi soma vikrayī
asitam te pralayanam	asitam te pralayanam
apām napāt āśu hemā	apām napāt āśu hemā
sā bahu rūpā vaiśvadevī	sā bahu rūpā vaiśvadevī
śunaḥ iva lomāni	śunaḥ iva lomāni
tam virāj anuvyacalat sarve ca devāḥ [MASK] ca devatāḥ	tam virāj anuvyacalat sarve ca devāḥ sarvāḥ ca devatāḥ
viṣamaḥ iva ālabheta	viṣamaḥ iva ālabheta
ahe mriyasva	ahe mriyasva
dvīpe yājayet	dvīpe yājayet
vācā hotā anvāha vāc [MASK] brahma	vācā hotā anvāha vāc hi brahma
yāḥ amūḥ apsu āhutīḥ ahauṣīḥ ghṛtam dadhi [MASK] āmikṣām tatas mām ajījanathāḥ sā [MASK] [MASK] tām mā yajñe avakalpaya yajñe ced vai mā avakalpayiṣyasi bahuḥ prajayā paśubhiḥ bhaviṣyasi yām amuyā [MASK] ca āśiṣam āśāsiṣyase sā te sarvā samardhiṣyate iti	yāḥ amūḥ apsu āhutīḥ ahauṣīḥ ghṛtam dadhi mastu āmikṣām tatas mām ajījanathāḥ sā āśīḥ asmi tām mā yajñe avakalpaya yajñe ced vai mā avakalpayiṣyasi bahuḥ prajayā paśubhiḥ bhaviṣyasi yām amuyā kām ca āśiṣam āśāsiṣyase sā te sarvā samardhiṣyate iti
amīva hā vāstoṣpate viśvā rūpāṇi [MASK] sakhā su śevaḥ edhi naḥ	amīva hā vāstoṣpate viśvā rūpāṇi āviśan sakhā su śevaḥ edhi naḥ
ā [MASK] yonau ni sīdatu iti iti iti	ā sve yonau ni sīdatu iti iti iti
sa sarvān antardeśān anuvyacalat	sa sarvān antardeśān anuvyacalat
tat hotā oṣṭhayoḥ nilimpate	tat hotā oṣṭhayoḥ nilimpate
prajāpatiḥ paśūn asṛjata	prajāpatiḥ paśūn asṛjata
[MASK] vai bhāginam bhāgāt [MASK] cayate vā enam sa yadi vā enam na cayate atha putram atha pautram cayate tu eva enam iti	yaḥ vai bhāginam bhāgāt nudate cayate vā enam sa yadi vā enam na cayate atha putram atha pautram cayate tu eva enam iti
dvādaśadhā ha sa prāśitram parijahāra	dvādaśadhā ha sa prāśitram parijahāra
eka śiti pād bhavati samṛddhyai	eka śiti pād bhavati samṛddhyai
atha pavitrayoḥ mārjayante	atha pavitrayoḥ mārjayante
tam yatra nihaniṣyantaḥ bhavanti tat [MASK] barhiḥ adhastāt upāsyati	tam yatra nihaniṣyantaḥ bhavanti tat adhvaryuḥ barhiḥ adhastāt upāsyati
parṇaḥ asi tanūpānaḥ sa yoniḥ vīraḥ [MASK] mayā	parṇaḥ asi tanūpānaḥ sa yoniḥ vīraḥ vīreṇa mayā
sa senām mohayatu pareṣām	sa senām mohayatu pareṣām
te devāḥ na kiṃcana [MASK] kartum	te devāḥ na kiṃcana aśaknuvan kartum
yat vāruṇaḥ varuṇāt [MASK] enam tena muñcati	yat vāruṇaḥ varuṇāt eva enam tena muñcati
takmānam ca arasam kṛdhi	takmānam ca arasam kṛdhi
etat vai iḍāyāḥ padam yat uttara vedī [MASK]	etat vai iḍāyāḥ padam yat uttara vedī nābhiḥ
deva tvaṣṭar vardhaya sarvatātaye	deva tvaṣṭar vardhaya sarvatātaye
chandasām eva asmai rasena dadhati	chandasām eva asmai rasena dadhati
tāvān saṃvatsaraḥ	tāvān saṃvatsaraḥ
tam aśvinā pibatam tiroahnyam	tam aśvinā pibatam tiroahnyam
tasya [MASK] sma ṛci ṛci uktāyām vi pāśaḥ mumuce	tasya ha sma ṛci ṛci uktāyām vi pāśaḥ mumuce
sā naḥ ehi arundhati	sā naḥ ehi arundhati
hṛdispṛś astu śantamaḥ	hṛdispṛś astu śantamaḥ
tayā arcan [MASK] cacāra prajā kāmaḥ	tayā arcan śrāmyan cacāra prajā kāmaḥ
lalāmaḥ bhavati purastāt hi ayam [MASK]	lalāmaḥ bhavati purastāt hi ayam manyuḥ
somam yajati	somam yajati
ā enam kīrtiḥ gacchati ā [MASK] gacchati yaḥ evam veda	ā enam kīrtiḥ gacchati ā yaśaḥ gacchati yaḥ evam veda
agne pṛtanāṣāh pṛtanāḥ sahasva	agne pṛtanāṣāh pṛtanāḥ sahasva
saḥ enam bhūtyai ninayati	saḥ enam bhūtyai ninayati
na id śatruḥ prāśam jayāti	na id śatruḥ prāśam jayāti
agniḥ hi devānām paśuḥ	agniḥ hi devānām paśuḥ
yaḥ prajā [MASK] vā paśu kāmaḥ vā syāt saḥ etām avim vaśām ālabheta	yaḥ prajā kāmaḥ vā paśu kāmaḥ vā syāt saḥ etām avim vaśām ālabheta
viśveṣām hi adhvarāṇām anīkam [MASK] ketum janitā tvā jajāna	viśveṣām hi adhvarāṇām anīkam citram ketum janitā tvā jajāna
tasmai dhruvāyāḥ diśaḥ haimanau māsau goptārau akurvan bhūmim ca agnim [MASK] anuṣṭhātārau haimanau enam māsau dhruvāyāḥ diśaḥ gopāyataḥ [MASK] [MASK] agniḥ ca anutiṣṭhataḥ yaḥ evam veda	tasmai dhruvāyāḥ diśaḥ haimanau māsau goptārau akurvan bhūmim ca agnim ca anuṣṭhātārau haimanau enam māsau dhruvāyāḥ diśaḥ gopāyataḥ bhūmiḥ ca agniḥ ca anutiṣṭhataḥ yaḥ evam veda
tam avācīna agram [MASK] ūrdhvāḥ udāyan	tam avācīna agram nimitya ūrdhvāḥ udāyan
yat eva [MASK] ghṛtam pade samatiṣṭhata tasmāt āha ghṛtapadī iti	yat eva asyai ghṛtam pade samatiṣṭhata tasmāt āha ghṛtapadī iti
abhūt u putrāṇām pitā nṛṇām [MASK] bhagavattamaḥ	abhūt u putrāṇām pitā nṛṇām ca bhagavattamaḥ
tat āhuḥ	tat āhuḥ
tān āprīte paśau puras iva paryagneḥ yūpam prati purastāt [MASK]	tān āprīte paśau puras iva paryagneḥ yūpam prati purastāt upāyan
tat ātithyasya ātithya tvam	tat ātithyasya ātithya tvam
ā enam indriyam gacchati	ā enam indriyam gacchati
iḍā upahūtā iti tat arvācīm upahvayate upahūtā iḍā [MASK] tat parācīm	iḍā upahūtā iti tat arvācīm upahvayate upahūtā iḍā iti tat parācīm
tām adhvaryuḥ sruveṇa abhighārayan āha stokebhyaḥ anubrūhi [MASK]	tām adhvaryuḥ sruveṇa abhighārayan āha stokebhyaḥ anubrūhi iti
[MASK] me ravaḥ nabhasā na tanyatuḥ	vṛṣā me ravaḥ nabhasā na tanyatuḥ
ūrjā eva asmai ūrjam [MASK] āptvā avarunddhe	ūrjā eva asmai ūrjam paśūn āptvā avarunddhe
mayi eva astu mayi śrutam	mayi eva astu mayi śrutam
ahorātre vai mitrāvaruṇau	ahorātre vai mitrāvaruṇau
tat āhuḥ	tat āhuḥ
iṣūḥ yāḥ eṣām saṃvidma tāḥ naḥ santu sadā [MASK]	iṣūḥ yāḥ eṣām saṃvidma tāḥ naḥ santu sadā śivāḥ
itas [MASK] ca hi eṣaḥ itas iva ca medhaḥ samāhṛtaḥ bhavati	itas iva ca hi eṣaḥ itas iva ca medhaḥ samāhṛtaḥ bhavati
sa paśubhyaḥ vi caṣṭe	sa paśubhyaḥ vi caṣṭe
yat avagrāham anubrūyāt jīmūta varṣī [MASK] prajābhyaḥ parjanyaḥ syāt	yat avagrāham anubrūyāt jīmūta varṣī ha prajābhyaḥ parjanyaḥ syāt
[MASK] carum nirvapeta yaḥ a pratiṣṭhitaḥ manyeta	ghṛte carum nirvapeta yaḥ a pratiṣṭhitaḥ manyeta
yaḥ cakāra tam id jahi	yaḥ cakāra tam id jahi
sa medhena ha asya paśunā [MASK] [MASK] kevalena ha asya paśunā iṣṭam bhavati yaḥ evam veda	sa medhena ha asya paśunā iṣṭam bhavati kevalena ha asya paśunā iṣṭam bhavati yaḥ evam veda
bṛhate ca vai sa [MASK] ca ādityebhyaḥ ca viśvebhyaḥ ca devebhyaḥ āvṛścate yaḥ [MASK] vidvāṃsam vrātyam upavadati	bṛhate ca vai sa rathantarāya ca ādityebhyaḥ ca viśvebhyaḥ ca devebhyaḥ āvṛścate yaḥ evam vidvāṃsam vrātyam upavadati
tvam eka vṛṣaḥ bhava	tvam eka vṛṣaḥ bhava
oṣadhi ātmā vai paśuḥ	oṣadhi ātmā vai paśuḥ
svargam vai etena lokam upa prayanti yat [MASK]	svargam vai etena lokam upa prayanti yat prāyaṇīyaḥ
nirṛti [MASK] eṣa pumān yaḥ strī rūpaḥ	nirṛti gṛhītaḥ eṣa pumān yaḥ strī rūpaḥ
saṃvatsaram eva āptvā avarunddhe	saṃvatsaram eva āptvā avarunddhe
samānaḥ hotā bhavati	samānaḥ hotā bhavati
tat asmai etat paśūn [MASK] parokṣam āśāste	tat asmai etat paśūn eva parokṣam āśāste
ud ejatu prajāpatiḥ vṛṣā [MASK] vājinā	ud ejatu prajāpatiḥ vṛṣā śuṣmeṇa vājinā
[MASK] pūrvam atharvāṇaḥ jaghnuḥ rakṣāṃsi oṣadhe	tvayā pūrvam atharvāṇaḥ jaghnuḥ rakṣāṃsi oṣadhe
taptaḥ vām gharmaḥ nakṣati sva [MASK] ubhā pibatam aśvinā iti pūrvāhṇe yajati	taptaḥ vām gharmaḥ nakṣati sva hotā ubhā pibatam aśvinā iti pūrvāhṇe yajati
atha indraḥ dyumnī ābhavat	atha indraḥ dyumnī ābhavat
paśūn eva tat upahvayate	paśūn eva tat upahvayate
paryagnaye kriyamāṇāya anubrūhi iti [MASK] adhvaryuḥ	paryagnaye kriyamāṇāya anubrūhi iti āha adhvaryuḥ
carmaṇā carma rohatu	carmaṇā carma rohatu
viśvāḥ uta [MASK] vayam dhārāḥ udanyāḥ iva ati gāhemahi dviṣaḥ	viśvāḥ uta tvayā vayam dhārāḥ udanyāḥ iva ati gāhemahi dviṣaḥ
tam niyuñjyāt	tam niyuñjyāt
yat pīvā samṛddhaḥ tena	yat pīvā samṛddhaḥ tena
tat āhuḥ yat [MASK] prātaranuvākaḥ katham a vyūḍhaḥ bhavati iti	tat āhuḥ yat vyūḍhaḥ prātaranuvākaḥ katham a vyūḍhaḥ bhavati iti
tam eva adya api upāvṛttāḥ	tam eva adya api upāvṛttāḥ
tāvān saṃvatsaraḥ	tāvān saṃvatsaraḥ
tatas devāḥ asurān [MASK] lokebhyaḥ prāṇudanta	tatas devāḥ asurān ebhyaḥ lokebhyaḥ prāṇudanta
prāṇam asya api nahyata	prāṇam asya api nahyata
vīryam vai triṣṭubh	vīryam vai triṣṭubh
atha rājānam upāvahareyuḥ	atha rājānam upāvahareyuḥ
tasmāt asya eṣa [MASK] paśūnām samṛddhaḥ	tasmāt asya eṣa devatayā paśūnām samṛddhaḥ
tat bhadrāḥ [MASK] agacchanta vaśā deṣṭrī atha u svadhā atharvā [MASK] dīkṣitaḥ barhiṣi āsta hiraṇyaye	tat bhadrāḥ sam agacchanta vaśā deṣṭrī atha u svadhā atharvā yatra dīkṣitaḥ barhiṣi āsta hiraṇyaye
tapanaḥ asmi piśācānām [MASK] gomatām iva	tapanaḥ asmi piśācānām vyāghraḥ gomatām iva
divaḥ mūlam avatatam [MASK] adhi uttatam	divaḥ mūlam avatatam pṛthivyāḥ adhi uttatam
tāḥ yāḥ agnau āhutayaḥ hūyante	tāḥ yāḥ agnau āhutayaḥ hūyante
jīvan hi pūrvam iṣṭvā atha bhūyas bhūyas [MASK] haviṣkaroti	jīvan hi pūrvam iṣṭvā atha bhūyas bhūyas eva haviṣkaroti
puru drapsāḥ añjimantaḥ sudānavaḥ tveṣa saṃdṛśaḥ anavabhra rādhasaḥ [MASK] januṣā [MASK] vakṣasaḥ divaḥ arkāḥ amṛtam nāma bhejire	puru drapsāḥ añjimantaḥ sudānavaḥ tveṣa saṃdṛśaḥ anavabhra rādhasaḥ sujātāsaḥ januṣā rukma vakṣasaḥ divaḥ arkāḥ amṛtam nāma bhejire
tat [MASK] yat anya devatyaḥ uta paśuḥ bhavati atha kasmāt āgneyīḥ eva manotāyai haviṣaḥ avadīyamānasya anvāha [MASK]	tat āhuḥ yat anya devatyaḥ uta paśuḥ bhavati atha kasmāt āgneyīḥ eva manotāyai haviṣaḥ avadīyamānasya anvāha iti
pratibuddhāḥ abhūtana	pratibuddhāḥ abhūtana
saḥ adhārayata	saḥ adhārayata
avidyayā eva tat āhuḥ	avidyayā eva tat āhuḥ
bhadrā [MASK] yajamānāya sunvate iti āśiṣam āśāste	bhadrā śaktiḥ yajamānāya sunvate iti āśiṣam āśāste
yat prathamam tamaḥ apāghnan sā aviḥ kṛṣṇā bhavat yat dvitīyam sā [MASK] yat tṛtīyam [MASK] balakṣī	yat prathamam tamaḥ apāghnan sā aviḥ kṛṣṇā bhavat yat dvitīyam sā lohinī yat tṛtīyam sā balakṣī
yat aṣṭābhiḥ avārundhata aṣṭābhiḥ [MASK] tat aṣṭānām aṣṭa tvam	yat aṣṭābhiḥ avārundhata aṣṭābhiḥ āśnuvata tat aṣṭānām aṣṭa tvam
abhajanta su kṛtyayā bhāgam deveṣu [MASK]	abhajanta su kṛtyayā bhāgam deveṣu yajñiyam
cara eva iti vai mā brāhmaṇaḥ avocat iti ha [MASK] saṃvatsaram araṇye cacāra	cara eva iti vai mā brāhmaṇaḥ avocat iti ha pañcamam saṃvatsaram araṇye cacāra
tam [MASK] ca purāṇam ca gāthāḥ ca nārāśaṃsīḥ ca anuvyacalan	tam itihāsaḥ ca purāṇam ca gāthāḥ ca nārāśaṃsīḥ ca anuvyacalan
saumyam babhrum lomaśam piṅgalam ālabheta [MASK] kāmaḥ	saumyam babhrum lomaśam piṅgalam ālabheta paśu kāmaḥ
adhīyata devarātaḥ [MASK] ubhayoḥ ṛṣiḥ jahnūnām ca ādhipatye daive vede ca gāthinām	adhīyata devarātaḥ rikthayoḥ ubhayoḥ ṛṣiḥ jahnūnām ca ādhipatye daive vede ca gāthinām
[MASK] vai yūpam eva avindan avācīna agram nimitam	te vai yūpam eva avindan avācīna agram nimitam
tān randhaya asmai ahamuttareṣu	tān randhaya asmai ahamuttareṣu
indrāya vajriṇe ṛṣabham ālabheta	indrāya vajriṇe ṛṣabham ālabheta
sa yadi adarśam iti āha atha [MASK] śraddadhati	sa yadi adarśam iti āha atha asya śraddadhati
prajāpatim eva tat prajāyamānam prajayā [MASK] anuprajāyate prajātyai	prajāpatim eva tat prajāyamānam prajayā paśubhiḥ anuprajāyate prajātyai
brahma vai bṛhaspatiḥ	brahma vai bṛhaspatiḥ
svarge loke bahu straiṇam eṣām	svarge loke bahu straiṇam eṣām
aṅkān samaṅkān haviṣā vidhema yaḥ agrabhīt parva [MASK] grabhītā	aṅkān samaṅkān haviṣā vidhema yaḥ agrabhīt parva asya grabhītā
purutrā te vanvatām viṣṭhitam jagat	purutrā te vanvatām viṣṭhitam jagat
ā mā ārukṣat parṇa maṇiḥ mahyai ariṣṭatātaye yathā aham uttaraḥ [MASK] aryamṇaḥ uta saṃvidaḥ	ā mā ārukṣat parṇa maṇiḥ mahyai ariṣṭatātaye yathā aham uttaraḥ asāni aryamṇaḥ uta saṃvidaḥ
[MASK] āhuḥ yat havirdhānābhyām prohyamāṇābhyām anu vāc āha atha kasmāt tṛcam dyāvāpṛthivīyam anvāha iti	tat āhuḥ yat havirdhānābhyām prohyamāṇābhyām anu vāc āha atha kasmāt tṛcam dyāvāpṛthivīyam anvāha iti
atha u āhuḥ indraḥ apaśyat [MASK]	atha u āhuḥ indraḥ apaśyat iti
priyam te nāma sahure gṛṇīmasi	priyam te nāma sahure gṛṇīmasi
brahmā iva asaṃsthitam haviḥ [MASK] adantaḥ imān yavān a hiṃsantaḥ apodita	brahmā iva asaṃsthitam haviḥ an adantaḥ imān yavān a hiṃsantaḥ apodita
yadi strī yadi vā [MASK] kṛtyām cakāra pāpmane tām u tasmai [MASK] aśvam iva aśva abhidhānyā	yadi strī yadi vā pumān kṛtyām cakāra pāpmane tām u tasmai nayāmasi aśvam iva aśva abhidhānyā
pareṇa etu pathā vṛkaḥ parameṇa [MASK] taskaraḥ	pareṇa etu pathā vṛkaḥ parameṇa uta taskaraḥ
prajāpati āyatanābhiḥ eva ābhiḥ rādhnoti yaḥ [MASK] veda	prajāpati āyatanābhiḥ eva ābhiḥ rādhnoti yaḥ evam veda
tat nābheḥ nābhi tvam	tat nābheḥ nābhi tvam
[MASK] dharman deva vītaye śreṣṭham naḥ dhehi vāryam iti āśiṣam āśāste	sva dharman deva vītaye śreṣṭham naḥ dhehi vāryam iti āśiṣam āśāste
mukham asya satyam	mukham asya satyam
pātu [MASK] śivāḥ ye asya pāyavaḥ	pātu agniḥ śivāḥ ye asya pāyavaḥ
rāyaḥ ca stha [MASK] apatyasya patnīḥ	rāyaḥ ca stha su apatyasya patnīḥ
