masked	src
è uilag,	è uilag,
Kýth [MASK] | mýnden neepeknek zýne eleyben Výlaagh po-@@ganoknak megh_yelene-@@thýre, ees te [MASK] ysraelnek dychewsegeere.	Kýth zerzetteel | mýnden neepeknek zýne eleyben Výlaagh po-@@ganoknak megh_yelene-@@thýre, ees te neepednek ysraelnek dychewsegeere.
⁊ viǵaggatoc,	⁊ viǵaggatoc,
Eſtue leuē ke· io̗uo̗ a· [MASK].	Eſtue leuē ke· io̗uo̗ a· tiʒenketto̗uèl.
es fogadasabalol hytet ada [MASK] tÿ_veletek bekesseget tennÿ,	es fogadasabalol hytet ada:| tÿ_veletek bekesseget tennÿ,
⁊ megèſmèrec o̗tet.	⁊ megèſmèrec o̗tet.
Mèd== ==ki aʒeꝛt aʒ́t,	Mèd== ==ki aʒeꝛt aʒ́t,
⁊ [MASK] - raǵagga ki aʒocat valaki èn kèʒèmbo̗l.	⁊ nē - raǵagga ki aʒocat valaki èn kèʒèmbo̗l.
[MASK] attÿam, zent fferenc.	ewrewmest attÿam, zent fferenc.
kinèc akaꝛna o̗tèt nèuèʒni.	kinèc akaꝛna o̗tèt nèuèʒni.
[MASK] ab bin lezo̗n annac ellene,	mert ab bin lezo̗n annac ellene,
⁊ monda o̗nèkic:	⁊ monda o̗nèkic:
mėlto leʒèn pokol tu̇ʒenèc.	mėlto leʒèn pokol tu̇ʒenèc.
es vewue ew vallaral [MASK] kenerett,	es vewue ew vallaral az kenerett,
[MASK] ÿme ezek teznek azanna penetenczet,	Oh ÿme ezek teznek azanna penetenczet,
es ko̗ue-@@tetek engemeth,	es ko̗ue-@@tetek engemeth,
nīč.	nīč.
es hoǵ az [MASK] az eko̗s paharbol ińńa attal,	es hoǵ az keralnac az eko̗s paharbol ińńa attal,
Es paranczola nekÿ,	Es paranczola nekÿ,
[MASK] ewryz-@@ýe the bel_menesedeth <the> ees the ký_menesedeth, mastantwl fogwan ees erewkkewl.	Vr ewryz-@@ýe the bel_menesedeth <the> ees the ký_menesedeth, mastantwl fogwan ees erewkkewl.
Invitatoríum dicitur	Invitatoríum dicitur
Io̗uo̗ iᶜ galileabèli naʒaretbo̗l,	Io̗uo̗ iᶜ galileabèli naʒaretbo̗l,
netalantal vr_isten meg_aǵǵa,	netalantal vr_isten meg_aǵǵa,
⁊ ki [MASK] o̗ lèlket è uilaǵban,	⁊ ki gu̇lo̗li o̗ lèlket è uilaǵban,
[MASK] legottan nagÿ buzgosagual es ewrewmuel: mene hoza,	kÿ legottan nagÿ buzgosagual es ewrewmuel: mene hoza,
es valakit fo̗ldo̗n meg_oldozandaz,	es valakit fo̗ldo̗n meg_oldozandaz,
mykorth syralmas ny̋ekegeesekkel · [MASK],	mykorth syralmas ny̋ekegeesekkel · rew,
Es hÿuÿa uala ystent,	Es hÿuÿa uala ystent,
kýth erdemlewnk,	kýth erdemlewnk,
⁊ mu̇ lėlèteʒèto̗nkèt viſèltè.	⁊ mu̇ lėlèteʒèto̗nkèt viſèltè.
Dýchee-@@segh athýanak ees [MASK] ees zenthleleknek.	Dýchee-@@segh athýanak ees fywnak ees zenthleleknek.
kyket vr_Isten adott nekewnk.	kyket vr_Isten adott nekewnk.
Ayoÿtatos zent clara es kerestnek tanoÿtuanÿa [MASK] bodog ferencznek nemes palantaÿa Olÿ [MASK] vala,	Ayoÿtatos zent clara es kerestnek tanoÿtuanÿa Es bodog ferencznek nemes palantaÿa Olÿ zentsegew vala,
Meǵ_oʒ́tottac èn ruhaimat,	Meǵ_oʒ́tottac èn ruhaimat,
⁊ megkėꝛe iᶜnac tèſtet,	⁊ megkėꝛe iᶜnac tèſtet,
[MASK] wronk ystennek hazay̋erth, yoͦth ke-@@resthem nekeed.	Mý wronk ystennek hazay̋erth, yoͦth ke-@@resthem nekeed.
Bodoǵ has,	Bodoǵ has,
Vram halgasd [MASK] een ymad-@@sagomath,	Vram halgasd megh een ymad-@@sagomath,
Tahat mōd a kiꝛalʼ [MASK],	Tahat mōd a kiꝛalʼ aʒocnac,
Alogatoc īmaꝛ,	Alogatoc īmaꝛ,
V̇duo̗ſſeget mu̇ èllènſeginc [MASK] ⁊ mēdenecnᶜ kèʒecbo̗l,	V̇duo̗ſſeget mu̇ èllènſeginc ko̗ʒʒo̗l ⁊ mēdenecnᶜ kèʒecbo̗l,
Amen.	Amen.
hogý ýth [MASK] ees erewkkewl the segedelmeddel mýndenha legyewnk egeezek, ydwezek, [MASK] zabadok,	hogý ýth, ees erewkkewl the segedelmeddel mýndenha legyewnk egeezek, ydwezek, ees zabadok,
⁊ o̗nèc mēd,	⁊ o̗nèc mēd,
Azert [MASK] meg_o̗smeretire veǵonc bizonsagot,	Azert ennec meg_o̗smeretire veǵonc bizonsagot,
ees le_zalýanak,	ees le_zalýanak,
remeenlettem.	remeenlettem.
ſaꝛt alkota,	ſaꝛt alkota,
ko̗uès èngemèt!	ko̗uès èngemèt!
ees eew megh [MASK] bannýa.	ees eew megh nem bannýa.
ki tegedet viſelt,	ki tegedet viſelt,
tahat aʒ́t,	tahat aʒ́t,
ko̗uètec o̗tèt ſoc go̗lèkėʒètec,	ko̗uètec o̗tèt ſoc go̗lèkėʒètec,
Es nekÿ touaba tertenek,	Es nekÿ touaba tertenek,
PArady@@chomnak kapwýa ewa mýath mýndeneknek [MASK] wala,	PArady@@chomnak kapwýa ewa mýath mýndeneknek bel_reke-@@zthwe wala,
Ezek gonoz emberek,	Ezek gonoz emberek,
ees el nem mwly̋a.	ees el nem mwly̋a.
megfoꝛdolt nag ʒ́oual fèlmaǵaʒtatuan [MASK].	megfoꝛdolt nag ʒ́oual fèlmaǵaʒtatuan iſtènt.
Nem ʒ́olgalhattoc iſtènnᶜ ⁊ mamonnac [MASK]	Nem ʒ́olgalhattoc iſtènnᶜ ⁊ mamonnac.
hoǵ emleko̗z'el meg arrol,	hoǵ emleko̗z'el meg arrol,
hogÿ az harmad adas ÿegÿez aranÿas engedelmesseget [MASK] felseges zegenseget:| es tyztasagos tÿztasagot [MASK]	hogÿ az harmad adas ÿegÿez aranÿas engedelmesseget, felseges zegenseget:| es tyztasagos tÿztasagot,
Sewg [MASK] nagÿ haragual mondnak uala nekyk:	Sewg nekyk nagÿ haragual mondnak uala nekyk:
DE teret uala bodog fferencz [MASK] marianak egÿhazahoz.	DE teret uala bodog fferencz zent marianak egÿhazahoz.
meꝛt elko̗ʒèleit tu̇ ʒ́abadſagtoc.	meꝛt elko̗ʒèleit tu̇ ʒ́abadſagtoc.
Es annak== ==utanna(k) ynkab,	Es annak== ==utanna(k) ynkab,
psalmus	psalmus
⁊ megfoitottac aʒ́t.	⁊ megfoitottac aʒ́t.
hog tu̇ čudalkoggatoc.	hog tu̇ čudalkoggatoc.
Mit paꝛančolt tu̇nèctec moyſes?	Mit paꝛančolt tu̇nèctec moyſes?
annera,	annera,
es meg_ǵo̗zo̗d az istent,	es meg_ǵo̗zo̗d az istent,
Kèmeń e bèʒ́ed.	Kèmeń e bèʒ́ed.
es monda.	es monda.
de czak te es [MASK] azogban engedelmessegett,	de czak te es ygerÿ azogban engedelmessegett,
mert [MASK] vala ÿstenÿ belcze(e)seguel yzessellett es [MASK] senderetessegevel fundaltatott es eresseÿtetett:| sok ÿdeyglen.	mert de_maga vala ÿstenÿ belcze(e)seguel yzessellett es sent_leleknek senderetessegevel fundaltatott es eresseÿtetett:| sok ÿdeyglen.
psalmus	psalmus
kyt latuan az varasbelyek kezdenek [MASK] czudalkodnÿa.	kyt latuan az varasbelyek kezdenek ygen czudalkodnÿa.
engedelmesseget tennÿ,	engedelmesseget tennÿ,
es imma mind ez velag vegeig ez eǵhaznac beusego̗s kinčebo̗l azaz xpusnac kińńanac [MASK] erdo̗mebelo̗l oztogattʼa [MASK] az bučut,	es imma mind ez velag vegeig ez eǵhaznac beusego̗s kinčebo̗l azaz xpusnac kińńanac zent erdo̗mebelo̗l oztogattʼa papa az bučut,
ees [MASK] zeekewel megh_elee-@@geýth thegedeth.	ees gabo-@@nanak zeekewel megh_elee-@@geýth thegedeth.
mikent kepmutaloc,	mikent kepmutaloc,
Ihᶜ ke· monda neki:	Ihᶜ ke· monda neki:
⁊ tugguc,	⁊ tugguc,
mert vala ewnekyk,	mert vala ewnekyk,
hog valami gonoʒ́b ne to̗ꝛtennėc tenèked [MASK]	hog valami gonoʒ́b ne to̗ꝛtennėc tenèked.
az imadsag istent meg_engezteli,	az imadsag istent meg_engezteli,
mert ew mý wr_ystenewnk, mý kedýgh ew nepý [MASK] ees ew eͤlew_feldenek ywhaý [MASK]	mert ew mý wr_ystenewnk, mý kedýgh ew nepý, ees ew eͤlew_feldenek ywhaý.
⁊ kèſkeń aʒ vt,	⁊ kèſkeń aʒ vt,
meꝛt biʒońoſoc [MASK] Ianoſnac iǵaʒ ꝓphā voltaban.	meꝛt biʒońoſoc valanac Ianoſnac iǵaʒ ꝓphā voltaban.
es meg_tagattattam.	es meg_tagattattam.
meꝛt mēdꝫ feꝛfiu valaǵ_megńito ſcèntnèc hiuattatic [MASK],	meꝛt mēdꝫ feꝛfiu valaǵ_megńito ſcèntnèc hiuattatic vꝛnac,
kykert el_ueztÿtek lelketeket?	kykert el_ueztÿtek lelketeket?
k· v· Matatieie,	k· v· Matatieie,
Amen	Amen
megfegye,	megfegye,
⁊ haggatoc èlmenni!	⁊ haggatoc èlmenni!
KEʒdètben vala iǵe,	KEʒdètben vala iǵe,
Megh_faͣratt-@@nak nýwgolmat chýnaͣl-@@tal, meg'_hewewltnek faͣknak arnýkyt, ees mw-@@-lathsaagra | gýenerew [MASK] Meg_zomeholtnak ýgen týzta [MASK] [MASK] megh_ehewlth-@@-nek mýnden_neemew gye-@@mewlcheket', ees sok_keͤppen walo | meg'_elegeyteͤsnek e-@@ledelýt.	Megh_faͣratt-@@nak nýwgolmat chýnaͣl-@@tal, meg'_hewewltnek faͣknak arnýkyt, ees mw-@@-lathsaagra | gýenerew mwlato_heleketh Meg_zomeholtnak ýgen týzta wýzeketh, megh_ehewlth-@@-nek mýnden_neemew gye-@@mewlcheket', ees sok_keͤppen walo | meg'_elegeyteͤsnek e-@@ledelýt.
ki mōdatic didimoſnac,	ki mōdatic didimoſnac,
az napon tartʼa meg,	az napon tartʼa meg,
acara meg_ńugodni,	acara meg_ńugodni,
Ianoſnac ſimona [MASK] ʒ́èrèć_ ė èngemèt?	Ianoſnac ſimona, ʒ́èrèć_ ė èngemèt?
Ees mast' kyralýok eercheetewk,	Ees mast' kyralýok eercheetewk,
mẻt ſenki nem tèhèti [MASK] ièlenſegekèt,	mẻt ſenki nem tèhèti è ièlenſegekèt,
meꝛt a· ꝛemo̗lèt megko̗ꝛńekeʒ́te vala o̗tet / [MASK] mēd_aʒocat,	meꝛt a· ꝛemo̗lèt megko̗ꝛńekeʒ́te vala o̗tet / ⁊ mēd_aʒocat,
atta uala è ièget [MASK] mōduā:	atta uala è ièget nèkic mōduā:
meꝛt nē vagoc,	meꝛt nē vagoc,
melʼlʼec nē viſèltethetnèc,	melʼlʼec nē viſèltethetnèc,
hoǵ en te_neko̗d [MASK] meg_monǵam,	hoǵ en te_neko̗d mind_ezo̗ket meg_monǵam,
Es [MASK] ÿdewkoron lakozyk uala zent fferencz zent marÿanal,	Es egyeb ÿdewkoron lakozyk uala zent fferencz zent marÿanal,
akaꝛuan tegedèt latnioc.	akaꝛuan tegedèt latnioc.
⁊ meghaganga o̗ ſelèſeǵet,	⁊ meghaganga o̗ ſelèſeǵet,
⁊ ki_ment,	⁊ ki_ment,
⁊ mōdanac nèki:	⁊ mōdanac nèki:
es holofernesnec valamene kinče [MASK],	es holofernesnec valamene kinče volt,
Es tehat zent fferencz [MASK] az p{re}dicalo_zekbe,	Es tehat zent fferencz fel_haga az p{re}dicalo_zekbe,
zenth apalÿn azzonÿon mene sok kÿnth [MASK],	zenth apalÿn azzonÿon mene sok kÿnth to̗nek,
Dýcheseegh athyanatk ees [MASK] ees zenth_leleknek.	Dýcheseegh athyanatk ees fywnak ees zenth_leleknek.
meglewle Azonÿ [MASK], Romaÿ nemessett: ket fyaÿua, [MASK] feyedelmekuel Es vÿtezeknek nagÿ sokassagaual,	meglewle Azonÿ Jacobat, Romaÿ nemessett: ket fyaÿua, romaÿ feyedelmekuel Es vÿtezeknek nagÿ sokassagaual,
⁊ èſec [MASK] labainac èlo̗tto̗.	⁊ èſec o̗ labainac èlo̗tto̗.
⁊ no̗ẏo̗n,	⁊ no̗ẏo̗n,
hogÿ en {con}sci{enti}am [MASK] semegÿben zegÿengett meg engemett.	hogÿ en {con}sci{enti}am lelkem semegÿben zegÿengett meg engemett.
Vgÿhogÿ touaba ehseget nem vallaz [MASK]	Vgÿhogÿ touaba ehseget nem vallaz,
gonoʒ́ol valuā vala m̄ghalando,	gonoʒ́ol valuā vala m̄ghalando,
Es hog foꝛdeitotta [MASK] a· ko̗ńuèt,	Es hog foꝛdeitotta uolna a· ko̗ńuèt,
Mondnac vala ke·:	Mondnac vala ke·:
èn vagoc,	èn vagoc,
hoǵ_nem_ha coronked haborusagot zenuedne.	hoǵ_nem_ha coronked haborusagot zenuedne.
hoǵh vrunk mÿkor naǵh edesen [MASK] az nepek elo̗th,	hoǵh vrunk mÿkor naǵh edesen predÿkalna az nepek elo̗th,
hoǵh egÿetek,	hoǵh egÿetek,
mere ewangeliumnac | [MASK] regulanak ellene zerzenÿe,	mere ewangeliumnac | es regulanak ellene zerzenÿe,
ki oluaſſa,	ki oluaſſa,
dè [MASK] ne legen èn akaratom,	dè valobiʒoń ne legen èn akaratom,
s adonk az alamÿsnakban,	s adonk az alamÿsnakban,
nagÿ siralmual:| felele [MASK] leo:	nagÿ siralmual:| felele ffrat{er} leo:
vèndeg valec,	vèndeg valec,
lele a· hèlʼt,	lele a· hèlʼt,
Tahat aʒeꝛt meǵfoga iᶜt,	Tahat aʒeꝛt meǵfoga iᶜt,
Vram, en [MASK] zemÿtt.	Vram, en feyemnek zemÿtt.
ki nē m̄gièlentètic,	ki nē m̄gièlentètic,
Amen	Amen
Ha lakoʒ́andotoc èn_bènnem,	Ha lakoʒ́andotoc èn_bènnem,
Eʒ aʒ èlo̗ paꝛāčolat,	Eʒ aʒ èlo̗ paꝛāčolat,
Juta az varashoz,	Juta az varashoz,
es ha eleue tekint,	es ha eleue tekint,
lata azzon_feleseget igo̗n zepo̗n veto̗t aztal fo̗lo̗t v̇lnie [MASK] tizto̗ssegel,	lata azzon_feleseget igo̗n zepo̗n veto̗t aztal fo̗lo̗t v̇lnie naǵ tizto̗ssegel,
Mōd== [MASK] aʒeꝛt iᶜ aʒocnac,	Mōd== ==uala aʒeꝛt iᶜ aʒocnac,
nem kazdagsagokot aranÿban, auagÿ ezewstben, De [MASK] zorognak uala kazdagolnÿ zent [MASK],	nem kazdagsagokot aranÿban, auagÿ ezewstben, De zorgalmassagual zorognak uala kazdagolnÿ zent yozagokual,
hog imadkoʒnec.	hog imadkoʒnec.
Ime, te kiralʼod io̗t [MASK] v̇luėn a· ʒ́amaꝛnac vèhmėn.	Ime, te kiralʼod io̗t tenèked v̇luėn a· ʒ́amaꝛnac vèhmėn.
Es annak== ==utanna nekyk ew_kewzewlewk zerzetbe [MASK],	Es annak== ==utanna nekyk ew_kewzewlewk zerzetbe menenek,
Es [MASK] bodogsagos zegensegnek kenczet vallanonk.	Es segehenek bodogsagos zegensegnek kenczet vallanonk.
Zent Agoston doctor Kedeg vǵ [MASK],	Zent Agoston doctor Kedeg vǵ mond,
mert meg'_laͣtta,	mert meg'_laͣtta,
es meg_kerdec v̇tet,	es meg_kerdec v̇tet,
meg'_mewetý ewket,	meg'_mewetý ewket,
es zent [MASK] sebÿ helÿt azanneban vakara el,	es zent fferencznek sebÿ helÿt azanneban vakara el,
Mýkor nýo@@morganeek,	Mýkor nýo@@morganeek,
es ki lacozic zeretedben,	es ki lacozic zeretedben,
mig onnan kimentec.	mig onnan kimentec.
a· paʒtoꝛoc bèʒelnᶜ [MASK] eg_maſſal:	a· paʒtoꝛoc bèʒelnᶜ uala eg_maſſal:
Ki tu̇_ko̗ʒʒo̗llètec aʒ ember,	Ki tu̇_ko̗ʒʒo̗llètec aʒ ember,
Merth [MASK] egek nem fokhatnak wala,	Merth kýth egek nem fokhatnak wala,
Ki [MASK] èmbeꝛ tu̇ ko̗ʒʒo̗llètec,	Ki aʒ èmbeꝛ tu̇ ko̗ʒʒo̗llètec,
Es keues ydew utan meg_hala ez zent [MASK] Es yozagoknak tekellettiben.	Es keues ydew utan meg_hala ez zent akaratban Es yozagoknak tekellettiben.
Es ime [MASK], te okonod, ⁊ a· fog fiat o̗ vėnſeǵebèn,	Es ime Eſebet, te okonod, ⁊ a· fog fiat o̗ vėnſeǵebèn,
o azerth mý zo_zoloonk, az [MASK] kegýelmes zeemeýdeth mý_hoz-@@ýank fordýhch<a>ad,	o azerth mý zo_zoloonk, az the kegýelmes zeemeýdeth mý_hoz-@@ýank fordýhch<a>ad,
⁊ mond== ==uala o̗_nekic:	⁊ mond== ==uala o̗_nekic:
⁊ tèngẻ fenèkebè mèꝛo̗ltèſſec.	⁊ tèngẻ fenèkebè mèꝛo̗ltèſſec.
⁊ leǵottan o̗ꝛō̗mèl veʒ́i aʒ́t [MASK]	⁊ leǵottan o̗ꝛō̗mèl veʒ́i aʒ́t,
[MASK] micoꝛ keʒdet uolna ʒamot vètni,	Es micoꝛ keʒdet uolna ʒamot vètni,
meꝛt m̄g_èſmeꝛtec uala,	meꝛt m̄g_èſmeꝛtec uala,
ʒ́allaſocba, falucba auag [MASK],	ʒ́allaſocba, falucba auag vaꝛoſocba,
de aloʒ́on.	de aloʒ́on.
meꝛt egeb [MASK] nē volna ot,	meꝛt egeb haio nē volna ot,
es legottan [MASK] haǵa v̇ket beleo̗c mennie,	es legottan zabadda haǵa v̇ket beleo̗c mennie,
Tahat mond== ==uala nèkic:	Tahat mond== ==uala nèkic:
⁊ [MASK] nē adatic o̗nèki,	⁊ ièlenſeg nē adatic o̗nèki,
[MASK] tehat vala ezenne felelemuel meg_rettenet,	mert tehat vala ezenne felelemuel meg_rettenet,
Felèle iᶜ:	Felèle iᶜ:
Es mikeppèn mōdod te,	Es mikeppèn mōdod te,
es to̗rtenec,	es to̗rtenec,
hog vèʒ́teglènenᶜ.	hog vèʒ́teglènenᶜ.
remeͤnle en lelkem wrban.	remeͤnle en lelkem wrban.
[MASK] legottan iᶜ m̄gèſmèꝛuē o̗n_bènnè a· ioʒagot,	Es legottan iᶜ m̄gèſmèꝛuē o̗n_bènnè a· ioʒagot,
vagÿ ha vewted,	vagÿ ha vewted,
Tv-@@dom,	Tv-@@dom,
gÿenge korbelÿ, ygen [MASK] zeretew,	gÿenge korbelÿ, ygen felette zeretew,
Harmad ellensege az [MASK] rea ualo meg nem ǵonas,	Harmad ellensege az bučunac rea ualo meg nem ǵonas,
melʼ [MASK] vagō a· kèlʼhen ⁊ a· talon,	melʼ bèlo̗l vagō a· kèlʼhen ⁊ a· talon,
Zent fferenc vala [MASK] magasagra fel_vetettetett,	Zent fferenc vala ymaduan magasagra fel_vetettetett,
az vr_isten zeretet,	az vr_isten zeretet,
⁊ megfèduėn [MASK] hgga uala aʒocat ʒ́olnioc,	⁊ megfèduėn nē hgga uala aʒocat ʒ́olnioc,
[MASK] keneth feeben ky le_zalla zakalba,	Mykenth keneth feeben ky le_zalla zakalba,
kit az [MASK] nem tehetnec,	kit az anǵaloc nem tehetnec,
segehetek meg ysten zegenet.	segehetek meg ysten zegenet.
[MASK] bo̗lćzh vralkodÿk az egeken.	Az bo̗lćzh vralkodÿk az egeken.
Hol vagon?	Hol vagon?
kit lattal,	kit lattal,
istennec zeretetire fel_geriezt,	istennec zeretetire fel_geriezt,
Amen.	Amen.
⁊ èn ʒ́olgamnac,	⁊ èn ʒ́olgamnac,
MOnda wr een wram-@@nak,	MOnda wr een wram-@@nak,
kit èn adoc,	kit èn adoc,
ffrater lleonak egÿ_ygewseget es alazatossagat [MASK]	ffrater lleonak egÿ_ygewseget es alazatossagat,
Mennýeí ýwlteͤtel beel_meene annaban,	Mennýeí ýwlteͤtel beel_meene annaban,
hog vadnac nemelʼlʼèc [MASK] it alloc ko̗ʒʒo̗l,	hog vadnac nemelʼlʼèc aʒ it alloc ko̗ʒʒo̗l,
Ald-@@yaͣtok kwth_feyek wrath,	Ald-@@yaͣtok kwth_feyek wrath,
kic [MASK] uala iſꝛ̄lnᶜ ʒ́abadolatʼtʼat.	kic vaꝛiac uala iſꝛ̄lnᶜ ʒ́abadolatʼtʼat.
de ha o̗ el_ffeleÿtÿ,	de ha o̗ el_ffeleÿtÿ,
es elewte allo [MASK] monda:	es elewte allo Baratinak monda:
Hog bètèllèſednec,	Hog bètèllèſednec,
[MASK] ke· ot magdalnai maria ⁊ a· mas maria v̇luē a· kopỏſo èllènebè.	Valanac ke· ot magdalnai maria ⁊ a· mas maria v̇luē a· kopỏſo èllènebè.
wr wagýon the_we-@@led.	wr wagýon the_we-@@led.
[MASK] az hÿr legottan mend az varaszerte meg_hyrhewuek,	Es az hÿr legottan mend az varaszerte meg_hyrhewuek,
s== ==bele_mene.	s== ==bele_mene.
Es ez [MASK] Mykoron meg_tertenek uolna az alamisnauala,	Es ez leuen Mykoron meg_tertenek uolna az alamisnauala,
ki megńitta a· vakon lo̗tnᶜ ʒ́emèit [MASK]	ki megńitta a· vakon lo̗tnᶜ ʒ́emèit,
aʒonkeppèn [MASK] a· halacban mennèt akaꝛnac== ==uala.	aʒonkeppèn es a· halacban mennèt akaꝛnac== ==uala.
Tahat hiua aʒ́t [MASK] vꝛa,	Tahat hiua aʒ́t o̗ vꝛa,
⁊ ko̗uètec o̗tèt,	⁊ ko̗uètec o̗tèt,
ees nem mý magonkat'.	ees nem mý magonkat'.
[MASK] elso̗ ellensege embo̗rnec o̗rdo̗g.	Azert elso̗ ellensege embo̗rnec o̗rdo̗g.
Es ko̗ꝛno̗l_tekentuen, iᶜ / mōda o̗ taneituańinac [MASK]	Es ko̗ꝛno̗l_tekentuen, iᶜ / mōda o̗ taneituańinac:
reͤg-@@-gelegben gondolkodom wala the_benned,	reͤg-@@-gelegben gondolkodom wala the_benned,
es [MASK] v̇tet meg_ragalmazuan az v̇ zent bezedet.	es meg_mo̗uete v̇tet meg_ragalmazuan az v̇ zent bezedet.
hoǵ az meg_dihu̇t [MASK] ielo̗sben ime harom gonoz tulaydonsaga vaǵon.	hoǵ az meg_dihu̇t ebnec ielo̗sben ime harom gonoz tulaydonsaga vaǵon.
ki io̗t vꝛnac nèuebè.	ki io̗t vꝛnac nèuebè.
ees [MASK] kegýesseeges zýz ma-@@ría, ees mýnd az kevz_nep elewth fygge.	ees the_elewt-@@thed kegýesseeges zýz ma-@@ría, ees mýnd az kevz_nep elewth fygge.
mellèt mōdoc.	mellèt mōdoc.
Es ki nē viſèlèndi o̗ [MASK],	Es ki nē viſèlèndi o̗ kèꝛèʒ́tėt,
the megh_adod zent chemeteedwel.	the megh_adod zent chemeteedwel.
Es fellele erre Papa,	Es fellele erre Papa,
ffrater massee,	ffrater massee,
⁊ mōdanac neki:	⁊ mōdanac neki:
kik eth velo̗nc vadnac,	kik eth velo̗nc vadnac,
⁊ iſtènnᶜ fiai,	⁊ iſtènnᶜ fiai,
annac vtanna [MASK] zent anǵalocat vǵ zerze,	annac vtanna az zent anǵalocat vǵ zerze,
es el nem siezto̗tte volna v̇ket az tiz [MASK] embo̗rnec zeretetiert.	es el nem siezto̗tte volna v̇ket az tiz igaz embo̗rnec zeretetiert.
⁊ oꝛʒ́ag oʒ́ag èllen,	⁊ oꝛʒ́ag oʒ́ag èllen,
⁊ nē leǵottan ki_vonʒ́ia_ ė aʒ́t ʒ́ombatnac napian [MASK]	⁊ nē leǵottan ki_vonʒ́ia_ ė aʒ́t ʒ́ombatnac napian?
⁊ èl_vaǵa o̗neki fu̇lėt.	⁊ èl_vaǵa o̗neki fu̇lėt.
Fèlèle o̗nèkic:	Fèlèle o̗nèkic:
kinᶜ vala folnaga,	kinᶜ vala folnaga,
Mýkenth wala [MASK] ees ma ees mýndenha ees erewk-@@kewl_erewkke.	Mýkenth wala kezdethben ees ma ees mýndenha ees erewk-@@kewl_erewkke.
mert uala vtalatos es kewsded [MASK]	mert uala vtalatos es kewsded,
Es micỏ ki_vinnec o̗tèt,	Es micỏ ki_vinnec o̗tèt,
Tuduā ke· iᶜ mōda aʒocnac [MASK]	Tuduā ke· iᶜ mōda aʒocnac:
⁊ [MASK] meggonoʒbodnac uala o̗benne.	⁊ ig meggonoʒbodnac uala o̗benne.
merth ÿstennek fÿaÿnak hÿvattat-@@nak.	merth ÿstennek fÿaÿnak hÿvattat-@@nak.
hog:	hog:
kýk eskeznek ew-@@benne,	kýk eskeznek ew-@@benne,
A· centủrio ke·,	A· centủrio ke·,
Aldoth the azzoný_aͣllatoknak kezetthe.	Aldoth the azzoný_aͣllatoknak kezetthe.
Vꝛnac ʒ́èllète èn_eiam,	Vꝛnac ʒ́èllète èn_eiam,
melʼlʼet lattonc,	melʼlʼet lattonc,
halalonk@@nak ýdeyeͤn bel_fogadýh.	halalonk@@nak ýdeyeͤn bel_fogadýh.
ki [MASK] teneked è hatalmat!	ki atta teneked è hatalmat!
ki èllenbe al== ==uala,	ki èllenbe al== ==uala,
psalmus	psalmus
es embereknel ektelensegh.	es embereknel ektelensegh.
⁊ ꝓphāc meǵholtac.	⁊ ꝓphāc meǵholtac.
de meg igo̗n artando es [MASK],	de meg igo̗n artando es azert,
ees laassad,	ees laassad,
Hol vagon,	Hol vagon,
meꝛt mondottam:	meꝛt mondottam:
⁊ kellet volna heꝛodeſnᶜ / [MASK] vèle oʒ́uo̗ egembè ėuo̗knèc,	⁊ kellet volna heꝛodeſnᶜ / ⁊ vèle oʒ́uo̗ egembè ėuo̗knèc,
ziunec eǵ_iǵu̇sege,	ziunec eǵ_iǵu̇sege,
Es mōda o̗nèkic:	Es mōda o̗nèkic:
kic ō̗magocat iǵaʒacnac haſonlanac,	kic ō̗magocat iǵaʒacnac haſonlanac,
ki zerzedbe be_menes es [MASK] vegig meg_maradas fo̗lu̇l_mul mindo̗n_nemu̇ aldozatocat,	ki zerzedbe be_menes es oth vegig meg_maradas fo̗lu̇l_mul mindo̗n_nemu̇ aldozatocat,
Amen	Amen
hogÿ vewlgekett es [MASK] hegÿekett ynkab vylagosoÿtott uala meg,	hogÿ vewlgekett es kewrnewlallo hegÿekett ynkab vylagosoÿtott uala meg,
ʒu̇bo̗l ʒ́amaʒnac,	ʒu̇bo̗l ʒ́amaʒnac,
sonha meg nem [MASK] a yocnac haborgatasatul.	sonha meg nem zo̗nic a yocnac haborgatasatul.
⁊ fèleluē iᶜ [MASK] o̗nèki:	⁊ fèleluē iᶜ mōda o̗nèki:
mikeppen neki haǵuan vala,	mikeppen neki haǵuan vala,
Elmėne ke·,	Elmėne ke·,
[MASK] faggíw-@@wal ees kewerseegwel be_thelýeek een lelkem,	Mýkenth faggíw-@@wal ees kewerseegwel be_thelýeek een lelkem,
sokath zen-@@ued,	sokath zen-@@ued,
mert valamykoron zent ferencznek [MASK] yar uala,	mert valamykoron zent ferencznek vczaÿan yar uala,
Remenkedet iſtènbè,	Remenkedet iſtènbè,
⁊ ʒ́olgalnac== ==uala nèki.	⁊ ʒ́olgalnac== ==uala nèki.
Vg lo̗t ke,	Vg lo̗t ke,
Biʒoń, [MASK], mōdʒ tenèked,	Biʒoń, biʒoń, mōdʒ tenèked,
melʼlʼèkèt bèʒ́ellettèm tu̇nèctèc.	melʼlʼèkèt bèʒ́ellettèm tu̇nèctèc.
mu̇ imadonc,	mu̇ imadonc,
