masked	src
Zabadyhc[_] megh te ellenseegednek zolgalatýa-@@[_]ool[_]	Zabadyhch megh te ellenseegednek zolgalatýa-@@bool,
es igo̗n m[_]g_busula,	es igo̗n meg_busula,
Ezt megh_bÿzonÿttom el[_]̗zo̗r zent doctorokn[_]k mo[_]-@@dasaual,	Ezt megh_bÿzonÿttom elo̗zo̗r zent doctoroknak mon-@@dasaual,
ʒu̇l ke· [_]iat,	ʒu̇l ke· fiat,
Allatt[_]a [_]wketh erekke ees erekkewl_erekke.	Allattha ewketh erekke ees erekkewl_erekke.
[_]s orzagoknac [_]e zidalmassagodat.	es orzagoknac te zidalmassagodat.
es hazasokhoz[_]gonoz[_]bizt ko̗ltez.	es hazasokhoz gonoz bizt ko̗ltez.
[_]eged dýchese-@@ges apostaloknak [_]ara Te-@@ged prophetaͣkn[_]k dýchere-@@the[_] za[_]ma Teged[_]m[_]rty̋-@@roknak dýcher ekeseen eel-@@thezeth serege.	Teged dýchese-@@ges apostaloknak kara Te-@@ged prophetaͣknak dýchere-@@thes zaͣma Teged marty̋-@@roknak dýcher ekeseen eel-@@thezeth serege.
[_]èʒ́i o̗tèt,	vèʒ́i o̗tèt,
Gonoʒ - nemʒèt ⁊ to[_]ꝛueńto̗ꝛo̗ ièlenſeget kė[_],	Gonoʒ - nemʒèt ⁊ to̗ꝛueńto̗ꝛo̗ ièlenſeget kėr,
micoꝛ io̗[_]ēd o̗ vꝛa,	micoꝛ io̗uēd o̗ vꝛa,
⁊ mikėppè̄ megèſmèꝛtec o[_]tèt a· ke[_]eꝛnèc ʒ́è[_]eſebèn.	⁊ mikėppè̄ megèſmèꝛtec o̗tèt a· keńeꝛnèc ʒ́ègeſebèn.
A huſ[_]etnᶜ ke· ȳnèpè napia [_]lo̗t tuduā iᶜ,	A huſuetnᶜ ke· ȳnèpè napia èlo̗t tuduā iᶜ,
⁊ k[_]nᶜ ninčèn,	⁊ kinᶜ ninčèn,
ſe ʒuuo̗ckèl èꝛtènenᶜ[_]	ſe ʒuuo̗ckèl èꝛtènenᶜ,
vepenᶜ o̗hoʒia a· v[_]koc,	vepenᶜ o̗hoʒia a· vakoc,
⁊ viue o̗ ańńa[_]ac,	⁊ viue o̗ ańńanac,
ewrewmest te . a[_]a[_]ÿsnadot fogadom.	ewrewmest te . alamÿsnadot fogadom.
Mÿkor ÿgÿen sapolodn[_]ek,	Mÿkor ÿgÿen sapolodneek,
Es monda zent fere[_]cz:	Es monda zent ferencz:
vagon,	vagon,
[_]ert [_]ikeppen az dys ebnec zaiaba es fog[_]ba mero̗g vaǵon,	mert mikeppen az dys ebnec zaiaba es fogaba mero̗g vaǵon,
⁊ èn i[_]̗uė[_] valobiʒō vſoꝛaua[_] vo̗ttèm volna m̄ǵ aʒ́t.	⁊ èn io̗uėn valobiʒō vſoꝛaual vo̗ttèm volna m̄ǵ aʒ́t.
hog halgatnac o̗t[_]t.	hog halgatnac o̗tet.
Dy-@@chewseegh[_]athýaͣnak ees fy[_]nak ees[_]zent_leeleknek.	Dy-@@chewseegh athýaͣnak ees fywnak ees zent_leeleknek.
e[_] holoth vaǵon az z[_]nt zeretet,	es holoth vaǵon az zent zeretet,
kic d[_]čo̗ſeǵè[_] egmaſtol vėʒ́tèc,	kic dičo̗ſeǵèt egmaſtol vėʒ́tèc,
Ezenkeppen h[_] vala_melʼ zentek talal-@@tattanak nagÿobbak vala_mÿben, akar zegense-@@g[_]en, akar a[_]a[_]atossag[_]an, akar tudomamban, akar kÿn_[_]enuedesben,[_]s=[_] [_]=akar_mÿnemo̗[_]ÿoban az apostoloknal,	Ezenkeppen ha vala_melʼ zentek talal-@@tattanak nagÿobbak vala_mÿben, akar zegense-@@gben, akar alazatossagban, akar tudomamban, akar kÿn_zenuedesben, s== ==akar_mÿnemo̗ ÿoban az apostoloknal,
⁊ tu̇ tiʒ́tac [_]attoc,	⁊ tu̇ tiʒ́tac vattoc,
Es mōda iᶜ o̗_nè[_]ic:	Es mōda iᶜ o̗_nèkic:
kic ninčènè[_] èʒ akolbol,	kic ninčènèc èʒ akolbol,
hogy a[_] ablakbalol fel felue[_]ye az penzt tulaÿdon zaÿa[_]al,	hogy az ablakbalol fel feluegye az penzt tulaÿdon zaÿaual,
syryonk wrnak [_]lewtthe,	syryonk wrnak elewtthe,
Ta[_]oʒiatoc èl,	Tauoʒiatoc èl,
Es mu̇ m[_]t tegō̗c?	Es mu̇ mit tegō̗c?
ewlhetne le az fraterekte[_]l,	ewlhetne le az fraterektewl,
hoǵ [_]̇ o̗romest halgat[_]predicaciot,	hoǵ v̇ o̗romest halgat predicaciot,
men[_]encoron lezec kez ehsegben me[_]_segellenem,	mendencoron lezec kez ehsegben meg_segellenem,
⁊ kic la[_]nac,	⁊ kic latnac,
Monda o̗_[_]èki:	Monda o̗_nèki:
[_]eꝛt ha a· ńèꝛs fab[_]n èʒeket teʒ́ėc,	meꝛt ha a· ńèꝛs faban èʒeket teʒ́ėc,
Es az ver hyrte[_]en kÿ_buzdoluan [_]eg_vereseÿte az mondo[_] fraternek arczaÿa[_] es kezet: es [_]ewntewsett.	Es az ver hyrtelen kÿ_buzdoluan meg_vereseÿte az mondot fraternek arczaÿat es kezet: es kewntewsett.
[_]ent az felsew · or[_]kban megh_yrtaak.	ment az felsew · orakban megh_yrtaak.
o̗r[_]̗llÿete[_] neeǵh okaerth en edes neneÿm.	o̗ro̗llÿetek neeǵh okaerth en edes neneÿm.
sem haz,	sem haz,
kic o̗_uèle [_]o̗[_]tènᶜ vala / ǵalileabol,	kic o̗_uèle io̗ttènᶜ vala / ǵalileabol,
⁊ m[_]nda a· kèʒe aʒ[_]ot èmbẻnèc:	⁊ monda a· kèʒe aʒ́ot èmbẻnèc:
[_]eꝛt[_]nem keèſèm èn itėlètemèt,	meꝛt nem keèſèm èn itėlètemèt,
alleluýa.	alleluýa.
Ho̗s, te[_]èked mondom,	Ho̗s, tenèked mondom,
le-@@lettetheek mar[_]a fogadw[_]n ew mehe[_]ben zent_leelektewl.	le-@@lettetheek maría fogadwan ew meheeben zent_leelektewl.
Senk[_] magana[_] tÿztes-@@segeth neh vegÿen,	Senkÿ maganak tÿztes-@@segeth neh vegÿen,
mėllėn èʒec legè[_]ᶜ aʒẻt,	mėllėn èʒec legènᶜ aʒẻt,
ha nē[_]tėʒ́èm èn atʼamnac mu̇uèlkėdètit[_]	ha nē tėʒ́èm èn atʼamnac mu̇uèlkėdètit,
hogÿ meltok nem vag[_]onk [_]wtett mÿnekewnk ÿlÿ g[_]lÿad[_]edenynkben tarta tartanÿ.	hogÿ meltok nem vagyonk ewtett mÿnekewnk ÿlÿ galÿad edenynkben tarta tartanÿ.
hoǵ ne[_] lehet.	hoǵ nem lehet.
adot o̗[_]èkic hatalmat,	adot o̗nèkic hatalmat,
es az elso̗ kerdes[_]e ekkep[_]en felele monduan.	es az elso̗ kerdesre ekkeppen felele monduan.
ta-@@hath mondah ennekem az[_]ang[_]al:	ta-@@hath mondah ennekem az angÿal:
Te papýd elthezyen[_]k ygassa-@@agw[_]l,	Te papýd elthezyenek ygassa-@@agwal,
Bodogoc lelki ʒ[_]genec,	Bodogoc lelki ʒegenec,
⁊ k[_]ꝛdėʒkėdnėnᶜ,	⁊ kèꝛdėʒkėdnėnᶜ,
Ez[_]okaerth vǵh mond Valerius maxim[_]s,	Ez okaerth vǵh mond Valerius maximus,
ʒ́egeneket ⁊ bennakat ⁊ vakoca[_] [_] ſantakat hoʒih bè [_]dè!	ʒ́egeneket ⁊ bennakat ⁊ vakocat ⁊ ſantakat hoʒih bè idè!
magam | meg'_wnassal | e[_]ewt' zenwe-@@-de[_],	magam | meg'_wnassal | erewt' zenwe-@@-dek,
haſba meg[_]n,	haſba megen,
⁊ i[_]̗ẏ idè.	⁊ io̗ẏ idè.
[_]ẃ kegÿg ordÿttotok zẃuetek[_]ek keserẃsege mÿath.	tẃ kegÿg ordÿttotok zẃueteknek keserẃsege mÿath.
kÿt el nem ffele[_]theth.	kÿt el nem ffeleÿtheth.
Amen.	Amen.
hog m̄g_keꝛeʒ́[_]elkednenᶜ o̗_t[_]̗llo̗:	hog m̄g_keꝛeʒ́telkednenᶜ o̗_to̗llo̗:
es kerlec,	es kerlec,
ew p[_]rancholth,	ew parancholth,
valamÿt a[_]arz velem te[_]ettned.	valamÿt akarz velem tetettned.
Mōda o̗ ańń[_] a· ʒ́olgacnac:	Mōda o̗ ańńa a· ʒ́olgacnac:
es hoǵ[_]az bino̗ket m[_]ndogatnaia,	es hoǵ az bino̗ket mondogatnaia,
te vꝛadat, iſt[_]nedèt imaggad,	te vꝛadat, iſtènedèt imaggad,
io̗nᶜ n[_]poc,	io̗nᶜ napoc,
[_]n_bènnem lakoʒic,	èn_bènnem lakoʒic,
es az el_vezen[_]o̗c olʼ [_]go̗n meg_ke[_]enu̇lnec ab binbe,	es az el_vezendo̗c olʼ igo̗n meg_kemenu̇lnec ab binbe,
Mèſte, èʒeke[_] [_]ōduan boʒ́ʒ́oſaǵot tėʒ́ mu̇nèko̗nc.	Mèſte, èʒeket mōduan boʒ́ʒ́oſaǵot tėʒ́ mu̇nèko̗nc.
megmèꝛtètic tu̇nèk[_]ec.	megmèꝛtètic tu̇nèktec.
meg [_]el mondanom,	meg kel mondanom,
T[_]tèmè[_] o̗_bèlo̗llo̗ meg== ==nē to̗ꝛtec!	Tètèmèt o̗_bèlo̗llo̗ meg== ==nē to̗ꝛtec!
az elso̗ ǵalazat igo[_]n gonoz,	az elso̗ ǵalazat igo̗n gonoz,
hog mēdꝫ,	hog mēdꝫ,
⁊ èl_mene tenge[_] èlue.	⁊ èl_mene tengeꝛ èlue.
azt es isten neuebe a[_]a,	azt es isten neuebe ada,
Es kènʒ[_]eꝛeitec eg== ==neminè[_]o̗ cien[_]ai èmbeꝛ[_], ſ[_]mont, a· ſalubalol io̗uo̗t, alexandoꝛnac ⁊ ufoſnac a[_]ʼtʼat,	Es kènʒ́eꝛeitec eg== ==neminèmo̗ cieniai èmbeꝛt, ſimont, a· ſalubalol io̗uo̗t, alexandoꝛnac ⁊ ufoſnac atʼtʼat,
ki al,	ki al,
vg[_]_hogÿ az mondot feleles me[_]denestewl== ==foguan vala ew_elle[_][_] Azert,	vgÿ_hogÿ az mondot feleles mendenestewl== ==foguan vala ew_ellene Azert,
De egye[_]eknec[_]es yduessegeert.	De egyebeknec es yduessegeert.
⁊ o̗k o̗lto[_]ʒ́[_]etec o̗tèt baꝛſońba,	⁊ o̗k o̗lto̗ʒ́tetec o̗tèt baꝛſońba,
Ki_mėnè aʒe[_]t pilato[_] o̗_hoʒiaioc,	Ki_mėnè aʒeꝛt pilatos o̗_hoʒiaioc,
tè nē ko̗uèthèć è[_]gemèt,	tè nē ko̗uèthèć èngemèt,
Mwthasd magad an[_]aͣnak,	Mwthasd magad anýaͣnak,
hoǵh nÿn[_]zenek.	hoǵh nÿnćzenek.
Iewethek,	Iewethek,
⁊ io̗uo̗ kèrèſu[_]n gimo̗lčo̗[_] aʒon,	⁊ io̗uo̗ kèrèſuėn gimo̗lčo̗t aʒon,
es kewuesen eng[_]mmet.	es kewuesen engemmet.
e[_] tuǵǵatoc azt,	es tuǵǵatoc azt,
oly (e) nagÿott es olÿ fenlewt Es zeppet[_][_]	oly (e) nagÿott es olÿ fenlewt Es zeppett,
az zẃzeknek [_]ÿraga, ÿesus, halalunkn[_]k ÿdeÿen:	az zẃzeknek vÿraga, ÿesus, halalunknak ÿdeÿen:
Jelees malaaztoth[_]ew_the[_]le nýeer,	Jelees malaaztoth ew_thewle nýeer,
Mÿćzoda az keg[_]essegh?	Mÿćzoda az kegÿessegh?
Mas iǵeko̗z[_]t az imads[_]gba ez,	Mas iǵeko̗zet az imadsagba ez,
ho[_] mind a[_] zo̗rńu̇ ondoc buffoc,	hoǵ mind az zo̗rńu̇ ondoc buffoc,
nėmèlleket megvèꝛuėn, dè ege[_]ek[_]t mego̗luē.	nėmèlleket megvèꝛuėn, dè egebeket mego̗luē.
⁊[_]īmar nē iaꝛn[_]c== ==uala - o̗_vèle.	⁊ īmar nē iaꝛnac== ==uala - o̗_vèle.
Es m[_]koꝛ innèn [_]lment== ==uolna iᶜ,	Es mikoꝛ innèn èlment== ==uolna iᶜ,
im meg_vag[_]n,	im meg_vagon,
Laʒar, mu̇ baꝛatonc [_]loʒ́on,	Laʒar, mu̇ baꝛatonc aloʒ́on,
mýkor kezdek tehozy[_]d | me[_]_teernem.	mýkor kezdek tehozyad | meg_teernem.
ez vÿla[_]ra seh zẃleteth[_]volna.	ez vÿlagra seh zẃleteth volna.
Amen	Amen
èʒ kè· ko̗ńuèiuèl èn laba[_]mat[_]m̄gmoſta,	èʒ kè· ko̗ńuèiuèl èn labaimat m̄gmoſta,
valamit[_]mōdand,	valamit mōdand,
k· v· Hebe[_]e,	k· v· Hebeꝛe,
Azert ez e[_]ʼeten naǵ zentsego̗s ion[_]c halalos bin eǵ[_] ielo̗s es[_]fo̗ ellensege,	Azert ez elʼeten naǵ zentsego̗s ionac halalos bin eǵh ielo̗s es fo̗ ellensege,
[_]s veuē eg geꝛmeket, allaptat[_][_]aʒ́t o̗_ko̗ʒepettec,	Es veuē eg geꝛmeket, allaptata aʒ́t o̗_ko̗ʒepettec,
Bodogoc tiʒ[_]a ionhouac,	Bodogoc tiʒta ionhouac,
Fel[_]el[_]ē ke· iᶜ a· ſinaǵog[_]bol bèmenè ſimonnac haʒaba.	Felkeluē ke· iᶜ a· ſinaǵogabol bèmenè ſimonnac haʒaba.
Hog ke· bètoltèc vala[_]	Hog ke· bètoltèc vala,
leǵo̗n,	leǵo̗n,
Hag[_]ad èlo̗ʒ́èꝛ a·[_]fiakat megèleǵednièc.	Haggad èlo̗ʒ́èꝛ a· fiakat megèleǵednièc.
es naǵh[_]o̗ro̗mmel vÿnnÿ ÿ[_]tennek eleÿbeh.	es naǵh o̗ro̗mmel vÿnnÿ ÿstennek eleÿbeh.
[_]ʒt ke· monga vala iègeʒuē,	Eʒt ke· monga vala iègeʒuē,
⁊ baꝛſoń_ruhaual[_]meǵko̗ꝛńekeʒ[_]c o̗tèt.	⁊ baꝛſoń_ruhaual meǵko̗ꝛńekeʒec o̗tèt.
hogy en [_][_]ltamadok ew_ellenek,	hogy en feltamadok ew_ellenek,
micỏ iutādaʒ te oꝛʒ́aǵodb[_]!	micỏ iutādaʒ te oꝛʒ́aǵodba!
Ky_bochaͣthýa ew ýgeýet[_],	Ky_bochaͣthýa ew ýgeýeth,
[_]· v· Matatieie,	k· v· Matatieie,
te [_]ewted oda,	te tewted oda,
⁊ lè_vlo̗,	⁊ lè_vlo̗,
legottan[_]fel_kele,	legottan fel_kele,
kire nez az vr_isten[_]fo̗_keppe[_] es ielo̗ssen.	kire nez az vr_isten fo̗_keppen es ielo̗ssen.
valaki kè[_]èſèndi[_]o̗ lèlket v̇duo̗ʒeitèni,	valaki kèꝛèſèndi o̗ lèlket v̇duo̗ʒeitèni,
io̗uo̗ eg nembe[_]i valuan dagalatꝰ n[_]ꝛdipiſt[_]cos kènètnec alabaſtomat,	io̗uo̗ eg nembeꝛi valuan dagalatꝰ naꝛdipiſticos kènètnec alabaſtomat,
My ew_[_]enne lewth eeleth wal[_].	My ew_benne lewth eeleth wala.
ki[_]ᶜ ke· vadnac hallando ful[_]i,	kinᶜ ke· vadnac hallando fulèi,
vǵh monda [_]osue:	vǵh monda ÿosue:
Halaal een zemeým elew[_]h zembe a[_]l,	Halaal een zemeým elewth zembe aal,
meǵhaga aʒeꝛt[_]a· nèmbeꝛi[_]o̗ vedrėt,	meǵhaga aʒeꝛt a· nèmbeꝛi o̗ vedrėt,
Te os[_]ory[_]ba mý gýarlo-@@-saagonk megh_zegýk,	Te ostorydba mý gýarlo-@@-saagonk megh_zegýk,
[_]og eg_mēdētèc èlhimlèſſetec tu̇n [_]ulaidonitocba,	hog eg_mēdētèc èlhimlèſſetec tu̇n tulaidonitocba,
meꝛt hal[_]ʒoc valanac.	meꝛt halaʒoc valanac.
kÿk aranÿat es ezẃsto[_]th [_]ÿnćzeznek,	kÿk aranÿat es ezẃsto̗th kÿnćzeznek,
Zyleenek thý[_]ta beeleyth | m[_][_]nýey malazth megh_hataa,	Zyleenek thýsta beeleyth | mennýey malazth megh_hataa,
⁊ vala o̗ꝛ[_]o̗go̗ket ki_vèto̗.	⁊ vala o̗ꝛdo̗go̗ket ki_vèto̗.
wgýan_azon my wronknak [_]esus== =[_]chr[_]s-@@tosnak the fy̋adnak mýatta, ký the[_]weled eel,	wgýan_azon my wronknak yesus== ==chris-@@tosnak the fy̋adnak mýatta, ký the_weled eel,
m[_]ꝛt tamad nemʒèt nemʒèt èll[_]n,	meꝛt tamad nemʒèt nemʒèt èllen,
Azert[_]immar ker[_]i zent bernard doctor ezt,	Azert immar kerdi zent bernard doctor ezt,
hog megf[_]ʒ́eitènec o̗tèt.	hog megfeʒ́eitènec o̗tèt.
kerlec teged, attÿam, ystenn[_]k fele[_]le,	kerlec teged, attÿam, ystennek felewle,
hogÿ ffrancyab mennÿ e[_]_felet[_]enek uala,	hogÿ ffrancyab mennÿ el_felettenek uala,
[_]okloſocat - tiʒ́tehatoc,	Pokloſocat - tiʒ́tehatoc,
Vdo̗ʒo̗c legèt[_]c,	Vdo̗ʒo̗c legètec,
igo̗n [_]z velagi.	igo̗n ez velagi.
hoǵ m[_]coron embo̗r az bint t[_]zi,	hoǵ micoron embo̗r az bint tezi,
⁊ nē hiʒnᶜ vala aʒo[_]nac.	⁊ nē hiʒnᶜ vala aʒocnac.
a[_]aǵ Kedeg zabade[_]č meg ez velagtul.	auaǵ Kedeg zabadeyč meg ez velagtul.
es nala tartʼ[_].	es nala tartʼa.
melʼ[_]ʼèt val,	melʼlʼèt val,
am[_]ÿt lattunk az mÿ zemeÿ[_]kel,	ammÿt lattunk az mÿ zemeÿnkel,
mi vagon,	mi vagon,
Semmÿ ygazb [_]zeknel,	Semmÿ ygazb ezeknel,
e[_] alu[_]a[_], auagÿ valamÿt mÿuelkeduen: [_]yndenkoron ew elmeÿe ystenuel uala.	es aluuan, auagÿ valamÿt mÿuelkeduen: myndenkoron ew elmeÿe ystenuel uala.
feÿerek mÿnt a[_] li[_]ium tÿztasaggal,	feÿerek mÿnt az lilium tÿztasaggal,
aʒ_[_]tā mōda:	aʒ_utā mōda:
ky monda erewsen hÿnnÿ magat[_]	ky monda erewsen hÿnnÿ magat,
De en attyam_fy[_] farkas, myert en teneked keresek yl[_] kegyelme[_],	De en attyam_fya farkas, myert en teneked keresek yly kegyelmet,
es hoǵ[_]be_menne aǵas_hazaba,	es hoǵ be_menne aǵas_hazaba,
ho[_] ſokacat ʒ́ènuèggen,	hog ſokacat ʒ́ènuèggen,
meꝛt te bèʒ[_]dedbo̗l igaʒoltatol[_]	meꝛt te bèʒededbo̗l igaʒoltatol,
Ne [_]kaꝛiatoc fėlnètec,	Ne akaꝛiatoc fėlnètec,
el_weztthe[_]kewelyeketh ew zýweenek elme[_]eewel,	el_weztthe kewelyeketh ew zýweenek elmeyeewel,
⁊ èllènè nē [_]ōdhatnac mēd tu̇ èl[_]ènſegtèc.	⁊ èllènè nē mōdhatnac mēd tu̇ èllènſegtèc.
Mÿkent frater Rufinus, asisiabelÿ nemes ystenben ÿ[_]en[_]= [_]=hÿuseges.	Mÿkent frater Rufinus, asisiabelÿ nemes ystenben ÿgen== ==hÿuseges.
Antifona	Antifona
Es monda:	Es monda:
Ki nē ʒ́[_]rèt èngemèt,	Ki nē ʒ́èrèt èngemèt,
Ha wr haazath nem [_]a-@@kand,	Ha wr haazath nem ra-@@kand,
De fr[_]ter Rufen,	De frater Rufen,
mert ha az edo̗[_] ihusnac dragalatos zent s[_]beibe aioytatossaggal folʼ[_]mando[_],	mert ha az edo̗s ihusnac dragalatos zent sebeibe aioytatossaggal folʼamandol,
nem[_]lÿek terdere,	nemelÿek terdere,
Istennec [_]arati ne felʼeto̗c,	Istennec barati ne felʼeto̗c,
igèn t[_]ʒèc.	igèn tèʒèc.
H[_] iſtènnᶜ fia vag,	Ha iſtènnᶜ fia vag,
hoǵ annera lehet az to[_]red[_]lmesseg,	hoǵ annera lehet az to̗redelmesseg,
kyt[_]lacz{a},	kyt lacz{a},
Eg nėminèmo̗ èmber pl[_]ntala[_]ʒ́o̗lo̗t,	Eg nėminèmo̗ èmber plantala ʒ́o̗lo̗t,
kie teʒ́ed te== ==maǵad[_]t?	kie teʒ́ed te== ==maǵadat?
Es hiua a· tiʒè[_]kètto̗t,	Es hiua a· tiʒènkètto̗t,
mert ez el[_]en teweunek,	mert ez ellen teweunek,
⁊ nī[_] olʼ reitec,	⁊ nīč olʼ reitec,
es melʼ igo̗n di[_]e[_]i zen[_] Agoston doctor [_]z zent imadsagnac haznalattʼat [_]s v̇ naǵ ereiet ekkeppen monduan.	es melʼ igo̗n dičeri zent Agoston doctor az zent imadsagnac haznalattʼat es v̇ naǵ ereiet ekkeppen monduan.
[[]]	[[]]
hog io̗uen meǵkènè[_]nec iᶜt.	hog io̗uen meǵkènètnec iᶜt.
micoꝛ è[_]bèrec tuto̗ket gulo[_]lèndnᶜ,	micoꝛ èmbèrec tuto̗ket gulo̗lèndnᶜ,
ees ka[_]dagokat hewon bochaatha[_]	ees kazdagokat hewon bochaatha.
mit [_][_]nal az te aztalodrol arra,	mit adnal az te aztalodrol arra,
Te_weled kezdeth the erewdnek napy[_]@@-an: [_]entheknek fenessegý[_]en een mehembewl haynal_hv[_][_]@g[_]nak eletthe zy̋leͤlek thege-@@deth.	Te_weled kezdeth the erewdnek napy-@@-an: zentheknek fenessegýben een mehembewl haynal_hv-@@ghnak eletthe zy̋leͤlek thege-@@deth.
de[_]ha lelkenec o̗smereti fu[_]dalia,	de ha lelkenec o̗smereti fuldalia,
A· gèꝛmec ke[_] no̗ vala,	A· gèꝛmec ke· no̗ vala,
hoǵ az imadsagba harom[_]kepp[_]n [_]alo iǵeko̗zet vaǵon.	hoǵ az imadsagba harom_keppen valo iǵeko̗zet vaǵon.
Achas ke· ʒu̇le E[_]echiaſt.	Achas ke· ʒu̇le Eʒechiaſt.
⁊ valaʒ́ta tiʒènk[_]tto̗t o̗_ko̗[_]ʒo̗llo̗c,	⁊ valaʒ́ta tiʒènketto̗t o̗_ko̗ʒʒo̗llo̗c,
h[_]g megtaꝛčanac tegedèt,	hog megtaꝛčanac tegedèt,
Sewg [_]onda:	Sewg monda:
Mi tenèked[_]⁊ ennèkem nēberi?	Mi tenèked ⁊ ennèkem nēberi?
kigbo̗l em[_]o̗r velheti,	kigbo̗l embo̗r velheti,
Merth the ýrgalmassaago[_] ýoob ee-@@letek f[_]wlewth, een aýa-@@kým[_]dýcheernek[_]tegedet.	Merth the ýrgalmassaagod ýoob ee-@@letek fewlewth, een aýa-@@kým dýcheernek tegedet.
Es neked ystent[_]wl mondonk,	Es neked ystentewl mondonk,
es igo̗n ke[_]ues len[_]mind eb bezed olofernesnec elo̗tte[_]	es igo̗n kedues len mind eb bezed olofernesnec elo̗tte,
me[_]ʼ mendenecto̗l èlo̗ paꝛančol[_]t?	melʼ mendenecto̗l èlo̗ paꝛančolat?
hoǵ lennenek az wÿh to̗ruennek hÿr[_]eto̗ÿh[_] funda-@@loÿ, eppeto̗ÿ[_] otalmazoÿ es m[_]gaztatoÿ.	hoǵ lennenek az wÿh to̗ruennek hÿrdeto̗ÿh, funda-@@loÿ, eppeto̗ÿ, otalmazoÿ es magaztatoÿ.
ćzak az at[_]ozo[_] keuels()egh aal zembeh veleh.	ćzak az atkozot keuels()egh aal zembeh veleh.
⁊ a· či[_]lagoc l[_]_hulnac meńꝛo̗l,	⁊ a· čillagoc le_hulnac meńꝛo̗l,
De a[_]on f[_]le[_]l mon[_]ot negÿuen napokban: azon aluerna hegyeben meg_ÿelenek nekÿ cristus tewze[_] Seraph [_]rhangÿalnak zemele[_]en: nagy [_]ent kerestnek ydnepe fele,	De azon felewl mondot negÿuen napokban: azon aluerna hegyeben meg_ÿelenek nekÿ cristus tewzes Seraph arhangÿalnak zemeleben: nagy zent kerestnek ydnepe fele,
ki[_]nagob - tu̇_ko̗ʒo̗ttètec,	ki nagob - tu̇_ko̗ʒo̗ttètec,
Azert kegelmes es engede[_]messeges mÿ vro[_]c . iesus cri[_]tus ýduezeÿten[_] Tyztelewnek esme[_] tÿztesseget ad=[_] ==uala.	Azert kegelmes es engedelmesseges mÿ vronc . iesus cristus ýduezeÿtenk Tyztelewnek esmeg tÿztesseget ad== ==uala.
me[_]t èngemèt - gu̇lo̗lt èleb tu̇_to[_]llètecnèl.	meꝛt èngemèt - gu̇lo̗lt èleb tu̇_to̗llètecnèl.
⁊[_]o̗k kèʒdenᶜ kèꝛde[_]kednièc / o̗nō̗_ko̗ʒo̗tto̗c,	⁊ o̗k kèʒdenᶜ kèꝛdeʒkednièc / o̗nō̗_ko̗ʒo̗tto̗c,
[_]ikeppèn mondot lege[_] o̗_neki iſtē, monduan:	mikeppèn mondot legen o̗_neki iſtē, monduan:
⁊ [_]oua megec.	⁊ houa megec.
s valtozt[_]tot karÿual bal ke[_]et tewue frater [_]lÿes feÿere,	s valtoztatot karÿual bal kezet tewue frater ÿlÿes feÿere,
Bodognak mondnak engemeth mynde[_] nem[_]ethek,	Bodognak mondnak engemeth mynden nemzethek,
[_]e tudod azt,	te tudod azt,
kyuel nehezen zep[_]hetÿk yste[_]nek zolgaÿa,	kyuel nehezen zepphetÿk ystennek zolgaÿa,
Im èn èꝛèʒ́[_]em èn ang[_]lomat te oꝛcad èlo̗t,	Im èn èꝛèʒ́tem èn angalomat te oꝛcad èlo̗t,
Imagý mý_ert[_]enk ýstennek ze[_]th_seͤges zýleͤýe,	Imagý mý_erthenk ýstennek zenth_seͤges zýleͤýe,
h[_]ꝛomʒ́èꝛ[_]tagać== ==meg èngemèt.	haꝛomʒ́èꝛ tagać== ==meg èngemèt.
⁊ teue,	⁊ teue,
wers	wers
kit f[_]ǵtanac vala.	kit foǵtanac vala.
Ky[_]the_weled lakozyk,	Ky the_weled lakozyk,
Es [_]èʒdenᶜ gondolkodnioc aʒ iraſtudoc[_]⁊ a· leua[_]tac mōduā:	Es kèʒdenᶜ gondolkodnioc aʒ iraſtudoc ⁊ a· leualtac mōduā:
ſèʒeid[_]= ==m̄g o̗tèt!	ſèʒeid== ==m̄g o̗tèt!
meꝛt mēdꝫ, ki haragoʒec o̗ attafi[_]nac[_]	meꝛt mēdꝫ, ki haragoʒec o̗ attafianac,
⁊ io̗t[_][_]nc a· meńńèi ꝛepèfo̗c,	⁊ io̗ttènc a· meńńèi ꝛepèfo̗c,
Te_benned wram remenkedt[_]em,	Te_benned wram remenkedthem,
mēd è gonoʒ[_]oc belo[_]l ʒ́aꝛmaʒnac,	mēd è gonoʒ́oc belo̗l ʒ́aꝛmaʒnac,
az mas mas[_] acar,	az mas mast acar,
zenth_l[_]elek [_]elyewl yew the_beleed.	zenth_leelek felyewl yew the_beleed.
hog ala[_]tatic v[_]la ioſeph fianac,	hog alaitatic vala ioſeph fianac,
Vý[_]adya-@@nak,	Výgadya-@@nak,
Mý mýwelkedethýnke[_]h ke-@@rew[_]k wram, lehelweͤn,	Mý mýwelkedethýnketh ke-@@rewnk wram, lehelweͤn,
hoǵ ez azzońi allat [_]indo̗nnel to̗b alamisnat [_]en.	hoǵ ez azzońi allat mindo̗nnel to̗b alamisnat ten.
Maꝛ[_]a aʒẻt,	Maꝛta aʒẻt,
so[_]ha_sem egÿ== [_]=eb ew_ellene nem vgat uala.	sonha_sem egÿ== ==eb ew_ellene nem vgat uala.
hogÿ en,	hogÿ en,
